timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection,label_title,label_url,label_source
2018-01-04,3749.0,0.0,3944.7099609375,1.0,101.3323486328125,0.0,221.87112792968747,0.0,,,
2018-01-05,3758.0,0.0,3971.09521484375,1.0,100.492724609375,0.0,221.87112792968747,0.0,,,
2018-01-08,3744.0,0.0,3951.17333984375,0.0,102.4855224609375,0.0,221.87112792968747,0.0,,,
2018-01-09,3719.0,0.0,3943.76708984375,0.0,109.4482177734375,0.0,221.87112792968747,0.0,,,
2018-01-10,3700.0,0.0,3952.597900390625,0.0,108.608642578125,0.0,221.87112792968747,0.0,,,
2018-01-11,3649.0,0.0,3957.031982421875,1.0,109.3343505859375,0.0,221.87112792968747,0.0,,,
2018-01-12,3700.0,0.0,3987.05224609375,1.0,120.566552734375,0.0,221.87112792968747,0.0,,,
2018-01-15,3675.0,0.0,3927.666015625,0.0,127.962255859375,0.0,221.87112792968747,0.0,,,
2018-01-16,3699.0,0.0,3972.95556640625,0.0,132.5115234375,0.0,221.87112792968747,0.0,,,
2018-01-17,3689.0,0.0,3927.8779296875,0.0,137.43037109375,0.0,221.87112792968747,0.0,,,
2018-01-18,3695.0,0.0,3943.345947265625,0.0,136.0583740234375,0.0,221.87112792968747,0.0,,,
2018-01-19,3751.0,0.0,3927.119140625,0.0,130.0897705078125,0.0,221.87112792968747,0.0,,,
2018-01-22,3719.0,0.0,3904.49462890625,0.0,118.9964599609375,0.0,221.87112792968747,0.0,,,
2018-01-23,3799.0,0.0,3925.734619140625,1.0,112.2793212890625,0.0,221.87112792968747,0.0,,,
2018-01-24,3988.0,0.0,3852.680419921875,1.0,97.5572265625,0.0,221.87112792968747,0.0,,,
2018-01-25,3932.0,0.0,3900.105224609375,1.0,87.2013916015625,0.0,221.87112792968747,0.0,,,
2018-01-26,4024.0,0.0,3903.038818359375,0.0,64.0588134765625,0.0,221.87112792968747,0.0,,,
2018-01-29,4025.0,0.0,3866.44580078125,0.0,58.543017578125,0.0,221.87112792968747,0.0,,,
2018-01-30,3989.0,0.0,3947.586181640625,0.0,57.346435546875,0.0,221.87112792968747,0.0,,,
2018-01-31,3927.0,0.0,3903.514892578125,0.0,45.697119140625,0.0,221.87112792968747,0.0,,,
2018-02-01,3995.0,0.0,3901.149169921875,0.0,34.513671875,0.0,221.87112792968747,0.0,,,
2018-02-02,4016.0,0.0,3999.924560546875,0.0,43.826513671875,0.0,221.87112792968747,0.0,,,
2018-02-05,3955.0,0.0,3971.046875,0.0,27.0303955078125,0.0,221.87112792968747,0.0,,,
2018-02-06,3912.0,0.0,3994.670166015625,0.0,12.7796630859375,0.0,221.87112792968747,0.0,,,
2018-02-07,4043.0,0.0,3954.463623046875,0.0,16.9052978515625,0.0,221.87112792968747,0.0,,,
2018-02-08,3918.0,0.0,3969.650146484375,0.0,27.55947265625,0.0,221.87112792968747,0.0,,,
2018-02-09,3863.0,0.0,4009.53076171875,0.0,22.761279296875,0.0,221.87112792968747,0.0,,,
2018-02-12,3934.0,0.0,3935.9970703125,0.0,35.8068115234375,0.0,221.87112792968747,0.0,,,
2018-02-13,3930.0,0.0,4072.17578125,0.0,30.9244384765625,0.0,221.87112792968747,0.0,,,
2018-02-14,3972.0,0.0,4107.34326171875,1.0,43.05224609375,0.0,221.87112792968747,0.0,,,
2018-02-15,4022.0,0.0,3903.818115234375,1.0,44.1694091796875,0.0,221.87112792968747,0.0,,,
2018-02-16,4050.0,0.0,4041.18212890625,1.0,44.4228759765625,0.0,221.87112792968747,0.0,,,
2018-02-19,3975.0,0.0,4022.6240234375,1.0,30.6515869140625,0.0,221.87112792968747,0.0,,,
2018-02-20,4005.0,0.0,4032.97900390625,1.0,42.1324951171875,0.0,221.87112792968747,0.0,,,
2018-02-21,4069.0,0.0,3957.998291015625,0.0,30.7128173828125,0.0,221.87112792968747,0.0,,,
2018-02-22,4085.0,0.0,4061.64892578125,0.0,31.36044921875,0.0,221.87112792968747,0.0,,,
2018-02-23,4056.0,0.0,4189.53076171875,0.0,14.792041015625,0.0,221.87112792968747,0.0,,,
2018-02-26,4084.0,0.0,4030.201171875,0.0,28.6837646484375,0.0,221.87112792968747,0.0,,,
2018-02-27,4054.0,0.0,4107.84521484375,0.0,26.6460205078125,0.0,221.87112792968747,0.0,,,
2018-02-28,4028.0,0.0,4152.04150390625,0.0,32.3176513671875,0.0,221.87112792968747,0.0,,,
2018-03-01,3942.0,0.0,4069.93408203125,0.0,33.621630859375,0.0,221.87112792968747,0.0,,,
2018-03-02,3837.0,0.0,4088.52587890625,0.0,43.70185546875,0.0,221.87112792968747,0.0,,,
2018-03-05,3881.0,0.0,4213.88134765625,0.0,58.3013671875,0.0,221.87112792968747,0.0,,,
2018-03-06,3877.0,0.0,4191.580078125,1.0,89.022802734375,0.0,221.87112792968747,0.0,,,
2018-03-07,3922.0,0.0,4180.43017578125,1.0,115.0962890625,0.0,221.87112792968747,0.0,,,
2018-03-08,3921.0,0.0,4107.837890625,1.0,128.53515625,0.0,221.87112792968747,0.0,,,
2018-03-09,3936.0,0.0,4254.70556640625,0.0,134.425537109375,0.0,221.87112792968747,0.0,,,
2018-03-12,3945.0,0.0,4131.29443359375,0.0,141.143505859375,0.0,221.87112792968747,0.0,,,
2018-03-13,3905.0,0.0,4050.461669921875,0.0,126.484814453125,0.0,221.87112792968747,0.0,,,
2018-03-14,3966.0,0.0,4183.1044921875,0.0,109.5729736328125,0.0,221.87112792968747,0.0,,,
2018-03-15,4019.0,0.0,4154.64501953125,0.0,105.4404052734375,0.0,221.87112792968747,0.0,,,
2018-03-16,3996.0,0.0,4202.01123046875,0.0,100.3211181640625,0.0,221.87112792968747,0.0,,,
2018-03-19,3959.0,0.0,4110.78125,0.0,89.0516845703125,0.0,221.87112792968747,0.0,,,
2018-03-20,4036.0,0.0,4160.92822265625,1.0,85.6003662109375,0.0,221.87112792968747,0.0,,,
2018-03-21,4150.0,0.0,4156.3310546875,1.0,83.547021484375,0.0,221.87112792968747,0.0,,,
2018-03-22,4183.0,0.0,4067.4912109375,1.0,58.547802734375,0.0,221.87112792968747,0.0,,,
2018-03-23,4124.0,0.0,4088.341064453125,1.0,56.5341796875,0.0,221.87112792968747,0.0,,,
2018-03-26,4078.0,0.0,4200.9365234375,0.0,35.6327392578125,0.0,221.87112792968747,0.0,,,
2018-03-27,4166.0,0.0,4217.2236328125,1.0,33.4045654296875,0.0,221.87112792968747,0.0,,,
2018-03-28,4129.0,0.0,4154.6923828125,1.0,17.2341064453125,0.0,221.87112792968747,0.0,,,
2018-03-29,4126.0,0.0,4165.01123046875,1.0,27.3361328125,0.0,221.87112792968747,0.0,,,
2018-04-03,4086.0,0.0,4179.5986328125,0.0,19.686376953125,0.0,221.87112792968747,0.0,,,
2018-04-04,4020.0,0.0,4248.9833984375,0.0,33.246240234375,0.0,221.87112792968747,0.0,,,
2018-04-05,4152.0,0.0,4149.35986328125,0.0,43.850927734375,0.0,221.87112792968747,0.0,,,
2018-04-06,4218.0,0.0,4141.22607421875,0.0,38.992578125,0.0,221.87112792968747,0.0,,,
