timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection,label_title,label_url,label_source
2018-01-24,3988.0,0.0,3842.78125,1.0,50.1087646484375,0.0,147.1134741210937,0.0,,,
2018-01-25,3932.0,0.0,3863.4560546875,1.0,50.6335693359375,0.0,147.1134741210937,0.0,,,
2018-01-26,4024.0,0.0,3906.824951171875,0.0,44.570068359375,0.0,147.1134741210937,0.0,,,
2018-01-29,4025.0,0.0,3934.41845703125,0.0,47.0358642578125,0.0,147.1134741210937,0.0,,,
2018-01-30,3989.0,0.0,3952.507080078125,0.0,41.66923828125,0.0,147.1134741210937,0.0,,,
2018-01-31,3927.0,0.0,3974.131591796875,0.0,42.18349609375,0.0,147.1134741210937,0.0,,,
2018-02-01,3995.0,0.0,3980.268310546875,0.0,27.938134765625,0.0,147.1134741210937,0.0,,,
2018-02-02,4016.0,0.0,3943.32080078125,0.0,30.5356689453125,0.0,147.1134741210937,0.0,,,
2018-02-05,3955.0,0.0,3974.3466796875,0.0,26.086083984375,0.0,147.1134741210937,0.0,,,
2018-02-06,3912.0,0.0,3984.655517578125,0.0,14.96259765625,0.0,147.1134741210937,0.0,,,
2018-02-07,4043.0,0.0,3974.05517578125,0.0,20.12763671875,0.0,147.1134741210937,0.0,,,
2018-02-08,3918.0,0.0,3957.486572265625,0.0,22.3089599609375,0.0,147.1134741210937,0.0,,,
2018-02-09,3863.0,0.0,3986.1591796875,0.0,27.311279296875,0.0,147.1134741210937,0.0,,,
2018-02-12,3934.0,0.0,3988.3154296875,0.0,32.35927734375,0.0,147.1134741210937,0.0,,,
2018-02-13,3930.0,0.0,3966.20458984375,0.0,35.85615234375,0.0,147.1134741210937,0.0,,,
2018-02-14,3972.0,0.0,3997.54150390625,1.0,32.2110595703125,0.0,147.1134741210937,0.0,,,
2018-02-15,4022.0,0.0,4039.1376953125,1.0,24.67578125,0.0,147.1134741210937,0.0,,,
2018-02-16,4050.0,0.0,4045.342041015625,1.0,25.63583984375,0.0,147.1134741210937,0.0,,,
2018-02-19,3975.0,0.0,4081.1025390625,1.0,13.6294189453125,0.0,147.1134741210937,0.0,,,
2018-02-20,4005.0,0.0,4116.984375,1.0,18.8081298828125,0.0,147.1134741210937,0.0,,,
2018-02-21,4069.0,0.0,4120.26123046875,0.0,26.5424072265625,0.0,147.1134741210937,0.0,,,
2018-02-22,4085.0,0.0,4115.3720703125,0.0,24.3827880859375,0.0,147.1134741210937,0.0,,,
2018-02-23,4056.0,0.0,4144.97021484375,0.0,22.5062255859375,0.0,147.1134741210937,0.0,,,
2018-02-26,4084.0,0.0,4152.09619140625,0.0,38.08955078125,0.0,147.1134741210937,0.0,,,
2018-02-27,4054.0,0.0,4131.70263671875,0.0,35.068408203125,0.0,147.1134741210937,0.0,,,
2018-02-28,4028.0,0.0,4148.35791015625,0.0,31.640234375,0.0,147.1134741210937,0.0,,,
2018-03-01,3942.0,0.0,4137.17138671875,0.0,38.54990234375,0.0,147.1134741210937,0.0,,,
2018-03-02,3837.0,0.0,4124.24169921875,0.0,55.029833984375,0.0,147.1134741210937,0.0,,,
2018-03-05,3881.0,0.0,4116.2314453125,0.0,74.856982421875,0.0,147.1134741210937,0.0,,,
2018-03-06,3877.0,0.0,4076.71728515625,1.0,91.5705078125,0.0,147.1134741210937,0.0,,,
2018-03-07,3922.0,0.0,4045.25634765625,1.0,103.77197265625,0.0,147.1134741210937,0.0,,,
2018-03-08,3921.0,0.0,4061.89892578125,1.0,104.06181640625,0.0,147.1134741210937,0.0,,,
2018-03-09,3936.0,0.0,4060.283203125,0.0,98.6345703125,0.0,147.1134741210937,0.0,,,
2018-03-12,3945.0,0.0,4062.048583984375,0.0,82.338720703125,0.0,147.1134741210937,0.0,,,
2018-03-13,3905.0,0.0,4071.164794921875,0.0,70.5204345703125,0.0,147.1134741210937,0.0,,,
2018-03-14,3966.0,0.0,4099.93310546875,0.0,67.165185546875,0.0,147.1134741210937,0.0,,,
2018-03-15,4019.0,0.0,4087.2998046875,0.0,68.232861328125,0.0,147.1134741210937,0.0,,,
2018-03-16,3996.0,0.0,4100.8984375,0.0,60.97294921875,0.0,147.1134741210937,0.0,,,
2018-03-19,3959.0,0.0,4140.99853515625,0.0,59.03447265625,0.0,147.1134741210937,0.0,,,
2018-03-20,4036.0,0.0,4126.4091796875,1.0,65.5294677734375,0.0,147.1134741210937,0.0,,,
2018-03-21,4150.0,0.0,4096.90185546875,1.0,57.95390625,0.0,147.1134741210937,0.0,,,
