timestamp,Close,Open,High,Low,Vol
2011-08-15,"2,839.42","2,821.79","2,852.86","2,821.79",91210000
2011-08-16,"2,838.39","2,839.42","2,840.89","2,793.81",94770000
2011-08-17,"2,824.86","2,838.39","2,844.87","2,798.75",89890000
2011-08-18,"2,696.47","2,824.87","2,824.87","2,672.23",149900000
2011-08-19,"2,669.16","2,696.47","2,704.22","2,610.89",186370000
2011-08-22,"2,697.69","2,669.17","2,741.74","2,645.36",109210000
2011-08-23,"2,715.80","2,697.69","2,749.17","2,689.02",113690000
2011-08-24,"2,755.25","2,715.80","2,777.68","2,700.80",116460000
2011-08-25,"2,720.14","2,755.25","2,780.56","2,705.38",139700000
2011-08-26,"2,718.72","2,720.14","2,727.78","2,660.00",123470000
2011-08-30,"2,791.38","2,718.72","2,797.33","2,718.72",115030000
2011-08-31,"2,859.43","2,791.38","2,867.44","2,787.44",153510000
2011-09-01,"2,872.35","2,859.43","2,886.83","2,834.39",125830000
2011-09-02,"2,807.08","2,872.35","2,872.35","2,789.78",106520000
2011-09-05,"2,709.27","2,807.08","2,807.08","2,706.19",100460000
2011-09-06,"2,733.76","2,709.26","2,753.62","2,699.63",120210000
2011-09-07,"2,817.15","2,733.76","2,818.85","2,733.76",108750000
2011-09-08,"2,828.74","2,817.15","2,845.25","2,793.18",121170000
2011-09-09,"2,763.24","2,828.75","2,833.65","2,757.59",128960000
2011-09-12,"2,718.10","2,763.24","2,763.24","2,683.69",128470000
2011-09-13,"2,739.61","2,718.10","2,754.95","2,688.12",113210000
2011-09-14,"2,767.36","2,739.62","2,788.65","2,725.50",138350000
2011-09-15,"2,825.97","2,767.36","2,840.94","2,767.36",140460000
2011-09-16,"2,843.90","2,825.97","2,861.45","2,825.97",197280000
2011-09-19,"2,786.69","2,843.91","2,843.91","2,772.26",93740000
2011-09-20,"2,837.41","2,786.68","2,844.98","2,766.33",93940000
2011-09-21,"2,801.28","2,837.42","2,839.83","2,791.81",100110000
2011-09-22,"2,674.22","2,801.29","2,801.29","2,661.33",151690000
2011-09-23,"2,683.16","2,674.22","2,705.26","2,613.20",128039999
2011-09-26,"2,694.38","2,683.16","2,725.65","2,636.65",129509999
2011-09-27,"2,798.84","2,694.38","2,798.84","2,694.38",123230000
2011-09-28,"2,760.53","2,798.84","2,808.68","2,747.11",94170000
2011-09-29,"2,749.05","2,760.53","2,775.03","2,731.22",93950000
2011-09-30,"2,711.63","2,749.06","2,749.15","2,682.81",112860000
2011-10-03,"2,684.80","2,711.64","2,711.64","2,639.66",97520000
2011-10-04,"2,612.83","2,684.80","2,684.80","2,576.78",149080000
2011-10-05,"2,690.43","2,612.83","2,700.14","2,612.83",118640000
2011-10-06,"2,788.91","2,690.43","2,788.91","2,690.43",148770000
2011-10-07,"2,796.99","2,788.91","2,829.17","2,773.57",120990000
2011-10-10,"2,847.53","2,796.99","2,854.22","2,796.99",89020000
2011-10-11,"2,846.52","2,847.53","2,847.75","2,814.36",87380000
2011-10-12,"2,873.65","2,846.52","2,881.18","2,822.30",116170000
2011-10-13,"2,852.77","2,873.65","2,882.02","2,835.59",122170000
2011-10-14,"2,885.62","2,852.76","2,903.20","2,848.82",91050000
2011-10-17,"2,868.81","2,885.62","2,925.22","2,852.47",92960000
2011-10-18,"2,854.13","2,868.81","2,868.81","2,823.58",96080000
2011-10-19,"2,874.50","2,854.13","2,891.08","2,854.13",96590000
2011-10-20,"2,839.90","2,874.50","2,874.50","2,828.81",106180000
2011-10-21,"2,893.27","2,839.89","2,899.79","2,839.89",92050000
2011-10-24,"2,927.89","2,893.27","2,930.22","2,893.27",89110000
2011-10-25,"2,916.07","2,927.89","2,941.01","2,885.47",98790000
2011-10-26,"2,928.60","2,916.06","2,941.02","2,900.74",92710000
2011-10-27,"3,013.63","2,928.60","3,030.45","2,928.60",177600000
2011-10-28,"3,009.71","3,013.63","3,031.72","2,999.46",122420000
2011-10-31,"2,926.50","3,009.72","3,009.72","2,926.50",131070000
2011-11-01,"2,858.89","2,926.50","2,926.50","2,817.92",163050000
2011-11-02,"2,890.68","2,858.89","2,895.61","2,840.89",164220000
2011-11-03,"2,924.54","2,890.68","2,933.08","2,849.14",152150000
2011-11-04,"2,915.36","2,924.54","2,950.51","2,898.40",110190000
2011-11-07,"2,904.78","2,915.36","2,928.82","2,865.36",93500000
2011-11-08,"2,934.98","2,904.78","2,958.85","2,904.14",110080000
2011-11-09,"2,880.37","2,934.98","2,959.66","2,863.14",135060000
2011-11-10,"2,870.30","2,880.38","2,898.12","2,828.46",106010000
2011-11-11,"2,923.81","2,870.30","2,925.43","2,868.74",103020000
2011-11-14,"2,910.20","2,923.81","2,940.14","2,895.42",100960000
2011-11-15,"2,906.33","2,910.19","2,924.29","2,863.18",110710000
2011-11-16,"2,903.00","2,906.33","2,931.24","2,873.83",123830000
2011-11-17,"2,859.00","2,903.01","2,903.02","2,830.17",133669999
2011-11-18,"2,827.50","2,859.00","2,859.00","2,819.56",106840000
2011-11-21,"2,753.03","2,827.50","2,827.50","2,752.33",122940000
2011-11-22,"2,743.45","2,753.03","2,783.07","2,743.45",143620000
