timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection
2018-06-14,7703.71,0.0,7699.074316938748,0.0,7.225640246271541,0.0,116.5518706908484,0.0
2018-06-15,7765.79,0.0,7700.1751739402625,0.0,2.5135382899326943,0.0,116.5518706908484,0.0
2018-06-18,7633.91,0.0,7760.1764375359935,0.0,10.098864822347059,0.0,116.5518706908484,0.0
2018-06-19,7631.33,0.0,7628.587388923447,0.0,20.544257768575882,0.0,116.5518706908484,0.0
2018-06-20,7603.85,0.0,7625.647279483907,0.0,5.0713274791648475,0.0,116.5518706908484,0.0
2018-06-21,7627.4,0.0,7594.339021341886,0.0,4.364657322200856,0.0,116.5518706908484,0.0
2018-06-22,7556.44,0.0,7626.418774587021,0.0,12.480567743261691,0.0,116.5518706908484,0.0
2018-06-25,7682.27,0.0,7547.857228542962,0.0,21.516274778675324,0.0,116.5518706908484,0.0
2018-06-26,7509.84,0.0,7682.787950453505,0.0,16.191307857781432,0.0,116.5518706908484,0.0
2018-06-27,7537.92,0.0,7498.980352970782,0.0,21.433815591904658,0.0,116.5518706908484,0.0
2018-06-28,7621.69,0.0,7539.054613821604,0.0,9.29422200400695,0.0,116.5518706908484,0.0
2018-06-29,7615.63,0.0,7609.540255488939,0.0,17.37091435267812,0.0,116.5518706908484,0.0
2018-07-02,7636.93,0.0,7620.731583309377,0.0,16.5164471783487,0.0,116.5518706908484,0.0
2018-07-03,7547.85,0.0,7629.352277675986,0.0,21.839195581538753,0.0,116.5518706908484,0.0
2018-07-04,7593.29,0.0,7544.198740510981,0.0,14.640558867125947,0.0,116.5518706908484,0.0
2018-07-05,7573.09,0.0,7587.477526181184,0.0,15.414695530088556,0.0,116.5518706908484,0.0
2018-07-06,7603.22,0.0,7567.447470563809,0.0,4.262030963347115,0.0,116.5518706908484,0.0
2018-07-09,7617.7,0.0,7601.909632102757,0.0,7.465493119485563,0.0,116.5518706908484,0.0
2018-07-10,7687.99,0.0,7611.753564108186,0.0,11.370927621449846,0.0,116.5518706908484,0.0
2018-07-11,7692.04,0.0,7687.908629905487,0.0,14.403950242489737,0.0,116.5518706908484,0.0
2018-07-12,7591.96,0.0,7686.953753855276,0.0,3.1499599595457766,0.0,116.5518706908484,0.0
2018-07-13,7651.33,0.0,7588.339873206495,0.0,14.22358272695501,0.0,116.5518706908484,0.0
2018-07-16,7661.87,0.0,7644.552599373227,0.0,9.351467361530286,0.0,116.5518706908484,0.0
2018-07-17,7600.45,0.0,7657.098726678321,0.0,10.911898017810108,0.0,116.5518706908484,0.0
2018-07-18,7626.33,0.0,7597.534912210885,0.0,8.103514365951469,0.0,116.5518706908484,0.0
2018-07-19,7676.28,0.0,7620.0623943936625,0.0,14.18727301754625,0.0,116.5518706908484,0.0
2018-07-20,7683.97,0.0,7672.594246125638,0.0,13.993909974374583,0.0,116.5518706908484,0.0
2018-07-23,7678.79,0.0,7681.539086784152,0.0,4.633287509262755,0.0,116.5518706908484,0.0
2018-07-24,7655.79,0.0,7674.754785156302,0.0,7.469717394813597,0.0,116.5518706908484,0.0
2018-07-25,7709.05,0.0,7650.2809801924695,0.0,6.289323242611681,0.0,116.5518706908484,0.0
2018-07-26,7658.26,0.0,7705.302959127463,0.0,13.06475271553063,0.0,116.5518706908484,0.0
2018-07-27,7663.17,0.0,7652.525337967883,0.0,7.414090174143894,0.0,116.5518706908484,0.0
2018-07-30,7701.31,0.0,7660.113770626776,0.0,3.2419686372150864,0.0,116.5518706908484,0.0
2018-07-31,7700.85,0.0,7694.569467912614,0.0,7.820796661493477,0.0,116.5518706908484,0.0
