timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection
2010-05-21,819.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-24,821.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-25,800.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-26,815.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-27,841.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-28,840.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-01,836.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-02,834.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-03,844.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-04,830.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-07,820.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-08,814.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-09,823.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-10,831.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-11,836.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-14,842.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-15,845.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-16,848.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-17,850.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-18,850.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-21,858.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-22,849.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-23,838.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-24,826.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-25,817.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-28,821.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-29,795.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-30,796.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-01,778.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-02,783.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-05,781.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-06,804.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-07,812.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-08,826.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-09,831.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-12,836.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-13,853.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-14,850.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-15,844.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-16,835.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-19,833.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-20,832.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-21,844.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-22,860.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-23,860.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-26,866.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-27,869.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-29,860.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-30,851.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-02,874.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-03,874.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-04,872.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-05,869.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-06,863.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-09,876.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-10,870.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-11,849.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-12,852.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-13,854.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-16,854.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-17,866.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-18,858.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-19,844.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-20,841.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-23,847.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-24,835.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-25,828.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-26,835.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-27,842.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-31,846.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-01,869.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-02,869.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-03,879.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-06,880.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-07,875.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-08,879.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-09,889.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-10,891.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-13,901.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-14,901.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-15,900.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-16,897.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-17,892.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-20,907.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-21,903.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-22,900.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-23,898.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-24,906.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-27,902.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-28,903.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-29,901.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-30,898.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-10-01,905.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-10-04,899.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-10-05,912.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
