timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection,label_title,label_url,label_source
2010-09-15,690.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-16,686.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-17,676.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-20,677.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-21,686.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-22,686.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-23,687.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-24,684.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-27,702.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-28,696.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-29,692.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-09-30,681.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-01,682.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-04,675.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-05,668.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-06,676.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-07,677.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-08,679.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-11,676.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-12,677.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
2010-10-13,684.5,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,,,
2010-10-14,699.3,0.0,684.4999933682125,0.0,0.0,1.0,-1.0,0.0,,,
2010-10-15,687.8,0.0,698.7721968661467,0.0,0.0,1.0,-1.0,0.0,,,
2010-10-18,686.5,0.0,690.1865527015469,0.0,0.0,1.0,-1.0,0.0,,,
2010-10-19,685.5,0.0,683.7104656315228,0.0,0.0,1.0,-1.0,0.0,,,
2010-10-20,682.5,0.0,686.3268011670114,0.0,69.19934312041423,1.0,-1.0,0.0,,,
2010-10-21,685.3,0.0,682.5334586414946,0.0,2.515749916968764,1.0,-1.0,0.0,,,
2010-10-22,692.5,0.0,684.9280355228815,0.0,1.9775085103182277,1.0,-1.0,0.0,,,
2010-10-25,715.0,0.0,692.9966491160744,0.0,1.4280275832767075,1.0,-1.0,0.0,,,
2010-10-26,735.5,0.0,715.3026129372224,0.0,2.552175865410163,1.0,-1.0,0.0,,,
2010-10-27,725.0,0.0,737.5258089851352,0.0,2.522887340169882,1.0,-1.0,0.0,,,
2010-10-28,717.5,0.0,726.0384111089407,0.0,1.8489385859191088,1.0,-1.0,0.0,,,
2010-10-29,716.8,0.0,714.4759500123482,0.0,1.9973857733432054,1.0,-1.0,0.0,,,
2010-11-01,736.0,0.0,716.7003560906938,0.0,3.071828389052746,1.0,-1.0,0.0,,,
2010-11-02,739.8,0.0,736.1814565974182,0.0,4.568494496311757,1.0,-1.0,0.0,,,
2010-11-03,737.8,0.0,742.3741610549837,0.0,2.0487913991033793,1.0,-1.0,0.0,,,
2010-11-04,748.5,0.0,736.7089297986379,0.0,1.8291883713284278,1.0,-1.0,0.0,,,
2010-11-05,748.5,0.0,747.7022009589308,0.0,1.8061451952083984,1.0,-1.0,0.0,,,
2010-11-08,747.3,0.0,750.1124430699084,0.0,2.4741929845208572,1.0,-1.0,0.0,,,
2010-11-09,746.5,0.0,746.4082789885097,0.0,1.169181581097439,1.0,-1.0,0.0,,,
2010-11-10,736.3,0.0,746.3535477743643,0.0,0.9058915390304036,1.0,-1.0,0.0,,,
2010-11-11,735.0,0.0,736.4888300944307,0.0,2.5238302109684696,1.0,-1.0,0.0,,,
2010-11-12,725.3,0.0,733.7189539351673,0.0,0.5126075536965005,1.0,-1.0,0.0,,,
2010-11-15,732.5,0.0,726.1811995812285,0.0,1.2939446401465262,1.0,-1.0,0.0,,,
2010-11-16,733.0,0.0,731.1673431446812,0.0,0.8908049396389515,1.0,-1.0,0.0,,,
2010-11-17,717.0,0.0,734.789538859935,0.0,1.5569937225493846,1.0,-1.0,0.0,,,
2010-11-18,722.3,0.0,716.756348808736,0.0,2.456281031568062,1.0,-1.0,0.0,,,
2010-11-19,747.5,0.0,720.0009028889474,0.0,1.8209651614177573,1.0,-1.0,0.0,,,
2010-11-22,754.3,0.0,749.102138779602,0.0,3.94828415473944,1.0,-1.0,0.0,,,
2010-11-23,752.5,0.0,757.1125822736618,0.0,1.2964944017570246,1.0,-1.0,0.0,,,
2010-11-24,752.5,0.0,751.2964580360052,0.0,2.935959048917721,1.0,-1.0,0.0,,,
2010-11-25,768.5,0.0,751.6762912101683,0.0,1.4664553283569943,1.0,-1.0,0.0,,,
2010-11-26,776.3,0.0,768.3494519039579,0.0,5.076477770797465,1.0,-1.0,0.0,,,
