timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection,label_title,label_url,label_source
2015-12-29,2733.0,0.0,2471.041259765625,0.0,113.8669677734375,0.0,96.70344482421874,1.0,,,
2015-12-30,2769.0,0.0,2514.599365234375,0.0,116.9889892578125,0.0,96.70344482421874,1.0,,,
2015-12-31,2753.0,0.0,2527.714599609375,0.0,120.2100830078125,0.0,96.70344482421874,1.0,,,
2016-01-04,2711.0,0.0,2557.40185546875,0.0,120.9187255859375,0.0,96.70344482421874,1.0,,,
2016-01-05,2691.0,0.0,2613.531494140625,0.0,114.20615234375,0.0,96.70344482421874,1.0,,,
2016-01-06,2618.0,0.0,2596.6201171875,0.0,97.271142578125,0.0,96.70344482421874,1.0,,,
2016-01-07,2503.0,0.0,2597.951171875,0.0,73.2132568359375,0.0,96.70344482421874,0.0,,,
2016-01-08,2523.0,0.0,2586.045654296875,0.0,57.268310546875,0.0,96.70344482421874,0.0,,,
2016-01-11,2530.0,0.0,2528.927734375,0.0,41.0443359375,0.0,96.70344482421874,0.0,,,
2016-01-12,2551.0,0.0,2508.610107421875,0.0,18.3779296875,0.0,96.70344482421874,0.0,,,
2016-01-13,2600.0,0.0,2511.773681640625,0.0,14.870068359375,0.0,96.70344482421874,0.0,,,
2016-01-14,2504.0,0.0,2511.500732421875,0.0,28.9685302734375,0.0,96.70344482421874,0.0,,,
2016-01-15,2485.0,0.0,2540.952880859375,0.0,17.714697265625,0.0,96.70344482421874,0.0,,,
2016-01-18,2406.0,0.0,2483.871337890625,0.0,17.005419921875,0.0,96.70344482421874,0.0,,,
2016-01-19,2480.0,0.0,2442.17236328125,0.0,25.406982421875,0.0,96.70344482421874,0.0,,,
2016-01-20,2425.0,0.0,2380.551025390625,0.0,20.780859375,0.0,96.70344482421874,0.0,,,
2016-01-21,2358.0,0.0,2365.551513671875,0.0,16.403125,0.0,96.70344482421874,0.0,,,
2016-01-22,2456.0,0.0,2366.08154296875,0.0,17.83564453125,0.0,96.70344482421874,0.0,,,
2016-01-25,2487.0,0.0,2325.144775390625,0.0,21.893603515625,0.0,96.70344482421874,0.0,,,
2016-01-26,2413.0,0.0,2337.51806640625,0.0,33.6876220703125,0.0,96.70344482421874,0.0,,,
2016-01-27,2427.0,0.0,2301.719970703125,0.0,37.9256103515625,0.0,96.70344482421874,0.0,,,
2016-01-28,2443.0,0.0,2291.9990234375,0.0,46.0087158203125,0.0,96.70344482421874,0.0,,,
2016-01-29,2448.0,0.0,2281.248779296875,0.0,60.353662109375,0.0,96.70344482421874,0.0,,,
2016-02-01,2483.0,0.0,2254.884765625,0.0,68.0369384765625,0.0,96.70344482421874,0.0,,,
2016-02-02,2454.0,0.0,2251.12060546875,0.0,74.662939453125,0.0,96.70344482421874,0.0,,,
2016-02-03,2412.0,0.0,2332.95166015625,0.0,87.402685546875,0.0,96.70344482421874,0.0,,,
2016-02-04,2422.0,0.0,2346.699951171875,0.0,82.7795166015625,0.0,96.70344482421874,0.0,,,
2016-02-05,2378.0,0.0,2330.701171875,0.0,75.209423828125,0.0,96.70344482421874,0.0,,,
2016-02-08,2329.0,0.0,2387.9013671875,0.0,63.2641845703125,0.0,96.70344482421874,0.0,,,
2016-02-09,2197.0,0.0,2363.287109375,0.0,44.913037109375,0.0,96.70344482421874,0.0,,,
2016-02-10,2150.0,0.0,2346.8291015625,0.0,41.2122802734375,0.0,96.70344482421874,0.0,,,
2016-02-11,2147.0,0.0,2349.504150390625,0.0,51.1700439453125,0.0,96.70344482421874,0.0,,,
2016-02-12,2185.0,0.0,2284.4150390625,0.0,63.8904541015625,0.0,96.70344482421874,0.0,,,
2016-02-15,2342.0,0.0,2194.81494140625,0.0,59.0181884765625,0.0,96.70344482421874,0.0,,,
2016-02-16,2357.0,0.0,2212.41162109375,0.0,80.5665283203125,0.0,96.70344482421874,0.0,,,
2016-02-17,2350.0,0.0,2236.47607421875,0.0,78.2739990234375,0.0,96.70344482421874,0.0,,,
2016-02-18,2384.0,0.0,2169.0546875,0.0,67.5370361328125,0.0,96.70344482421874,0.0,,,
2016-02-19,2347.0,0.0,2169.46923828125,0.0,68.78115234375,0.0,96.70344482421874,0.0,,,
2016-02-22,2351.0,0.0,2184.775146484375,1.0,79.77734375,0.0,96.70344482421874,0.0,,,
2016-02-23,2299.0,0.0,2171.798583984375,1.0,81.6813232421875,0.0,96.70344482421874,0.0,,,
2016-02-24,2630.0,0.0,2205.197265625,1.0,79.942626953125,0.0,96.70344482421874,0.0,,,
2016-02-25,2550.0,0.0,2192.520751953125,0.0,111.0705078125,0.0,96.70344482421874,1.0,,,
2016-02-26,2657.0,0.0,2288.26171875,0.0,125.3239013671875,0.0,96.70344482421874,1.0,,,
2016-02-29,2777.0,0.0,2284.5009765625,1.0,144.4446533203125,0.0,96.70344482421874,1.0,,,
2016-03-01,2800.0,0.0,2370.975341796875,1.0,177.0720703125,0.0,96.70344482421874,1.0,,,
2016-03-02,2803.0,0.0,2437.956787109375,1.0,207.25439453125,0.0,96.70344482421874,1.0,,,
2016-03-03,2859.0,0.0,2353.094970703125,1.0,201.2784423828125,0.0,96.70344482421874,1.0,,,
2016-03-04,2896.0,0.0,2477.173095703125,1.0,216.1210205078125,0.0,96.70344482421874,1.0,,,
2016-03-07,2868.0,0.0,2549.393798828125,1.0,221.1298828125,0.0,96.70344482421874,1.0,,,
2016-03-08,2802.0,0.0,2579.161376953125,1.0,203.7406005859375,0.0,96.70344482421874,1.0,,,
2016-03-09,2849.0,0.0,2670.703369140625,1.0,183.1219970703125,0.0,96.70344482421874,1.0,,,
2016-03-10,2834.0,0.0,2786.8291015625,1.0,164.4473388671875,0.0,96.70344482421874,1.0,,,
2016-03-11,2876.0,0.0,2765.597900390625,1.0,118.57392578125,0.0,96.70344482421874,1.0,,,
2016-03-14,2876.0,0.0,2787.25830078125,0.0,87.7314453125,0.0,96.70344482421874,0.0,,,
2016-03-15,2889.0,0.0,2827.550048828125,1.0,64.7449951171875,0.0,96.70344482421874,0.0,,,
