"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 14, 2020","4,184.27","4,200.32","4,211.97","4,178.75","86.97M","-0.38%"
"Feb 13, 2020","4,200.32","4,242.69","4,242.73","4,176.02","108.32M","-1.00%"
"Feb 12, 2020","4,242.69","4,221.45","4,248.34","4,221.45","82.70M","0.50%"
"Feb 11, 2020","4,221.45","4,191.83","4,235.84","4,191.83","96.08M","0.71%"
"Feb 10, 2020","4,191.83","4,201.25","4,201.28","4,181.20","83.94M","-0.22%"
"Feb 07, 2020","4,201.25","4,221.47","4,222.51","4,187.13","95.48M","-0.48%"
"Feb 06, 2020","4,221.47","4,209.30","4,238.44","4,209.30","92.57M","0.29%"
"Feb 05, 2020","4,209.30","4,186.74","4,224.81","4,171.97","115.25M","0.54%"
"Feb 04, 2020","4,186.74","4,124.48","4,187.55","4,124.48","98.54M","1.51%"
"Feb 03, 2020","4,124.48","4,105.14","4,142.45","4,104.72","95.39M","0.47%"
"Jan 31, 2020","4,105.14","4,154.81","4,168.59","4,100.35","101.98M","-1.20%"
"Jan 30, 2020","4,154.81","4,208.09","4,208.09","4,142.08","96.73M","-1.27%"
"Jan 29, 2020","4,208.09","4,205.53","4,223.84","4,197.01","80.05M","0.06%"
"Jan 28, 2020","4,205.53","4,169.21","4,211.82","4,168.39","77.09M","0.87%"
"Jan 27, 2020","4,169.21","4,265.71","4,265.71","4,161.98","92.82M","-2.26%"
"Jan 24, 2020","4,265.71","4,221.72","4,291.50","4,221.72","84.13M","1.04%"
"Jan 23, 2020","4,221.72","4,259.13","4,259.37","4,219.69","91.59M","-0.88%"
"Jan 22, 2020","4,259.13","4,276.59","4,289.86","4,255.06","87.25M","-0.41%"
"Jan 21, 2020","4,276.59","4,298.98","4,298.98","4,246.70","89.25M","-0.52%"
"Jan 20, 2020","4,298.98","4,311.06","4,315.51","4,293.13","52.95M","-0.28%"
"Jan 17, 2020","4,311.06","4,275.36","4,318.26","4,275.36","88.56M","0.84%"
"Jan 16, 2020","4,275.36","4,290.42","4,297.48","4,266.81","95.39M","-0.35%"
"Jan 15, 2020","4,290.42","4,282.37","4,290.77","4,273.70","109.55M","0.19%"
"Jan 14, 2020","4,282.37","4,278.83","4,297.71","4,265.06","100.12M","0.08%"
"Jan 13, 2020","4,278.83","4,259.91","4,289.43","4,259.63","91.05M","0.44%"
"Jan 10, 2020","4,259.91","4,267.27","4,284.88","4,259.77","95.36M","-0.17%"
"Jan 09, 2020","4,267.27","4,256.79","4,282.13","4,256.79","105.65M","0.25%"
"Jan 08, 2020","4,256.79","4,262.43","4,262.43","4,232.72","86.76M","-0.13%"
"Jan 07, 2020","4,262.43","4,260.67","4,277.87","4,255.35","80.41M","0.04%"
"Jan 06, 2020","4,260.71","4,290.29","4,290.29","4,236.70","76.26M","-0.69%"
"Jan 03, 2020","4,290.29","4,285.97","4,291.39","4,253.70","67.64M","0.10%"
"Jan 02, 2020","4,285.97","4,249.57","4,293.57","4,249.57","70.25M","0.86%"
"Dec 31, 2019","4,249.57","4,272.09","4,272.30","4,245.66","28.87M","-0.53%"
"Dec 30, 2019","4,272.09","4,303.15","4,303.15","4,272.09","44.28M","-0.72%"
"Dec 27, 2019","4,303.15","4,294.61","4,310.51","4,289.74","46.09M","0.20%"
"Dec 24, 2019","4,294.61","4,285.90","4,295.48","4,278.52","24.78M","0.20%"
"Dec 23, 2019","4,285.90","4,261.05","4,289.61","4,251.36","71.47M","0.58%"
"Dec 20, 2019","4,261.05","4,256.75","4,268.31","4,250.28","168.43M","0.10%"
"Dec 19, 2019","4,256.75","4,241.28","4,257.41","4,232.83","95.88M","0.36%"
"Dec 18, 2019","4,241.28","4,235.02","4,249.40","4,229.81","100.14M","0.15%"
"Dec 17, 2019","4,235.02","4,239.98","4,240.18","4,219.30","150.77M","-0.12%"
"Dec 16, 2019","4,239.98","4,148.97","4,255.28","4,148.87","158.04M","2.19%"
"Dec 13, 2019","4,148.97","4,087.47","4,189.49","4,071.93","268.96M","1.50%"
"Dec 12, 2019","4,087.47","4,055.91","4,103.48","4,055.81","117.99M","0.78%"
"Dec 11, 2019","4,055.91","4,059.32","4,076.60","4,042.99","119.68M","-0.08%"
"Dec 10, 2019","4,059.32","4,073.50","4,073.78","4,022.19","107.14M","-0.35%"
"Dec 09, 2019","4,073.50","4,076.53","4,081.78","4,062.59","106.02M","-0.07%"
"Dec 06, 2019","4,076.53","4,021.54","4,076.53","4,021.54","82.11M","1.37%"
"Dec 05, 2019","4,021.54","4,043.62","4,048.00","4,017.36","98.89M","-0.55%"
"Dec 04, 2019","4,043.62","4,024.19","4,043.62","4,015.56","98.76M","0.48%"
"Dec 03, 2019","4,024.19","4,090.04","4,090.04","4,009.53","115.83M","-1.61%"
"Dec 02, 2019","4,090.04","4,122.01","4,148.87","4,084.97","124.51M","-0.78%"
"Nov 29, 2019","4,122.01","4,161.67","4,163.25","4,122.01","85.40M","-0.95%"
"Nov 28, 2019","4,161.67","4,165.50","4,165.50","4,142.82","84.35M","-0.09%"
"Nov 27, 2019","4,165.50","4,150.08","4,172.30","4,148.80","93.33M","0.37%"
"Nov 26, 2019","4,150.08","4,141.37","4,154.78","4,136.16","157.31M","0.21%"
"Nov 25, 2019","4,141.37","4,101.68","4,142.18","4,101.66","86.86M","0.97%"
"Nov 22, 2019","4,101.68","4,056.75","4,109.59","4,056.75","91.12M","1.11%"
"Nov 21, 2019","4,056.75","4,071.47","4,071.47","4,033.80","93.67M","-0.36%"
"Nov 20, 2019","4,071.47","4,101.75","4,101.75","4,048.59","107.78M","-0.74%"
"Nov 19, 2019","4,101.75","4,091.26","4,143.70","4,091.26","93.19M","0.26%"
"Nov 18, 2019","4,091.26","4,087.82","4,105.75","4,083.78","98.93M","0.08%"
"Nov 15, 2019","4,087.82","4,077.19","4,098.45","4,052.33","101.86M","0.26%"
"Nov 14, 2019","4,077.19","4,106.30","4,106.34","4,077.19","92.77M","-0.71%"
"Nov 13, 2019","4,106.30","4,117.61","4,117.61","4,080.47","99.07M","-0.27%"
"Nov 12, 2019","4,117.61","4,099.89","4,128.76","4,099.68","112.73M","0.43%"
"Nov 11, 2019","4,099.89","4,112.42","4,112.42","4,062.03","104.28M","-0.30%"
"Nov 08, 2019","4,112.42","4,136.83","4,136.83","4,106.23","76.74M","-0.59%"
"Nov 07, 2019","4,136.83","4,124.89","4,148.64","4,124.85","94.75M","0.29%"
"Nov 06, 2019","4,124.89","4,123.60","4,126.13","4,109.27","86.16M","0.03%"
"Nov 05, 2019","4,123.60","4,113.51","4,128.59","4,112.75","95.37M","0.25%"
"Nov 04, 2019","4,113.51","4,079.18","4,123.97","4,079.18","80.83M","0.84%"
"Nov 01, 2019","4,079.18","4,049.41","4,080.90","4,049.40","84.68M","0.74%"
"Oct 31, 2019","4,049.41","4,090.82","4,093.09","4,048.80","112.84M","-1.01%"
"Oct 30, 2019","4,090.82","4,081.31","4,092.29","4,064.32","91.28M","0.23%"
"Oct 29, 2019","4,081.31","4,094.34","4,096.00","4,060.41","93.32M","-0.32%"
"Oct 28, 2019","4,094.34","4,087.50","4,101.34","4,072.95","87.17M","0.17%"
"Oct 25, 2019","4,087.50","4,090.93","4,091.47","4,062.30","84.79M","-0.08%"
"Oct 24, 2019","4,090.93","4,060.67","4,097.59","4,058.64","101.57M","0.75%"
"Oct 23, 2019","4,060.67","4,038.37","4,063.06","4,027.86","107.21M","0.55%"
"Oct 22, 2019","4,038.37","4,020.05","4,047.08","4,010.92","120.72M","0.46%"
"Oct 21, 2019","4,020.05","4,011.23","4,035.47","4,004.62","120.20M","0.22%"
"Oct 18, 2019","4,011.23","4,025.71","4,033.85","4,009.07","120.25M","-0.36%"
"Oct 17, 2019","4,025.71","4,017.91","4,052.15","4,011.49","152.18M","0.19%"
"Oct 16, 2019","4,017.91","4,038.49","4,039.61","4,006.26","140.34M","-0.51%"
"Oct 15, 2019","4,038.49","4,030.18","4,049.80","4,016.68","156.60M","0.21%"
"Oct 14, 2019","4,030.18","4,049.61","4,051.84","4,014.66","113.12M","-0.48%"
"Oct 11, 2019","4,049.61","3,993.81","4,050.95","3,977.45","203.57M","1.40%"
"Oct 10, 2019","3,993.81","3,982.40","4,005.97","3,963.86","101.29M","0.29%"
"Oct 09, 2019","3,982.40","3,972.57","3,998.82","3,970.88","84.30M","0.25%"
"Oct 08, 2019","3,972.57","4,005.49","4,020.24","3,972.57","101.66M","-0.82%"
"Oct 07, 2019","4,005.49","3,987.82","4,010.31","3,975.92","81.32M","0.44%"
"Oct 04, 2019","3,987.82","3,947.21","3,988.11","3,946.95","85.68M","1.03%"
"Oct 03, 2019","3,947.21","3,972.46","3,975.67","3,909.41","92.61M","-0.64%"
"Oct 02, 2019","3,972.46","4,096.37","4,096.42","3,971.39","106.34M","-3.02%"
"Oct 01, 2019","4,096.37","4,120.79","4,134.08","4,092.54","138.77M","-0.59%"
"Sep 30, 2019","4,120.79","4,130.32","4,137.03","4,117.79","112.85M","-0.23%"
"Sep 27, 2019","4,130.32","4,090.23","4,135.46","4,090.23","114.40M","0.98%"
"Sep 26, 2019","4,090.23","4,060.38","4,108.73","4,053.69","101.45M","0.74%"
"Sep 25, 2019","4,060.38","4,065.98","4,066.23","4,021.55","102.06M","-0.14%"
"Sep 24, 2019","4,065.98","4,086.33","4,095.94","4,061.39","90.50M","-0.50%"
"Sep 23, 2019","4,086.33","4,099.37","4,106.92","4,064.37","79.69M","-0.32%"
"Sep 20, 2019","4,099.37","4,102.00","4,112.24","4,086.50","244.30M","-0.06%"
"Sep 19, 2019","4,102.00","4,081.11","4,110.06","4,069.89","101.48M","0.51%"
"Sep 18, 2019","4,081.11","4,083.60","4,099.41","4,074.72","120.99M","-0.06%"
"Sep 17, 2019","4,083.60","4,084.74","4,097.88","4,068.94","145.92M","-0.03%"
"Sep 16, 2019","4,084.74","4,110.74","4,115.94","4,084.74","129.95M","-0.63%"
"Sep 13, 2019","4,110.74","4,092.24","4,116.44","4,081.68","132.45M","0.45%"
"Sep 12, 2019","4,092.24","4,089.81","4,105.71","4,070.63","102.30M","0.06%"
"Sep 11, 2019","4,089.81","4,048.98","4,093.83","4,048.98","118.32M","1.01%"
"Sep 10, 2019","4,048.98","4,031.98","4,049.64","4,014.45","139.69M","0.42%"
"Sep 09, 2019","4,031.98","4,054.54","4,077.22","4,017.21","111.18M","-0.56%"
"Sep 06, 2019","4,054.54","4,047.45","4,054.54","4,034.72","95.77M","0.18%"
"Sep 05, 2019","4,047.45","4,065.07","4,074.56","4,036.68","103.93M","-0.43%"
"Sep 04, 2019","4,065.07","4,039.79","4,075.25","4,039.79","108.97M","0.63%"
"Sep 03, 2019","4,039.79","4,046.77","4,056.08","4,023.39","89.91M","-0.17%"
"Sep 02, 2019","4,046.77","4,009.02","4,063.37","4,008.80","68.55M","0.94%"
"Aug 30, 2019","4,009.02","3,994.97","4,025.12","3,992.65","102.63M","0.35%"
"Aug 29, 2019","3,994.97","3,959.56","4,000.63","3,952.11","90.82M","0.89%"
"Aug 28, 2019","3,959.56","3,952.36","3,968.09","3,930.67","98.74M","0.18%"
"Aug 27, 2019","3,952.36","3,951.50","3,962.37","3,927.65","120.12M","0.02%"
"Aug 23, 2019","3,951.50","3,965.90","4,000.53","3,951.50","95.07M","-0.36%"
"Aug 22, 2019","3,965.90","4,001.24","4,001.24","3,952.53","92.64M","-0.88%"
"Aug 21, 2019","4,001.24","3,957.74","4,006.23","3,956.36","86.70M","1.10%"
"Aug 20, 2019","3,957.74","3,990.86","4,012.20","3,956.03","105.40M","-0.83%"
"Aug 19, 2019","3,990.86","3,947.79","3,998.61","3,947.79","87.57M","1.09%"
"Aug 16, 2019","3,947.79","3,918.32","3,948.69","3,918.32","92.17M","0.75%"
"Aug 15, 2019","3,918.32","3,958.97","3,961.00","3,893.96","121.23M","-1.03%"
"Aug 14, 2019","3,958.97","4,016.27","4,024.93","3,941.74","122.35M","-1.43%"
"Aug 13, 2019","4,016.27","4,001.80","4,031.31","3,971.51","105.89M","0.36%"
"Aug 12, 2019","4,001.80","4,020.51","4,048.41","3,995.46","96.80M","-0.47%"
"Aug 09, 2019","4,020.51","4,036.95","4,042.64","4,012.29","107.00M","-0.41%"
"Aug 08, 2019","4,036.95","3,989.73","4,036.95","3,989.19","110.14M","1.18%"
"Aug 07, 2019","3,989.73","3,973.96","4,010.15","3,966.04","120.95M","0.40%"
"Aug 06, 2019","3,973.96","3,999.05","4,012.76","3,972.35","139.60M","-0.63%"
"Aug 05, 2019","3,999.05","4,097.17","4,097.17","3,987.20","160.80M","-2.39%"
"Aug 02, 2019","4,097.17","4,192.77","4,192.77","4,093.50","138.16M","-2.28%"
"Aug 01, 2019","4,192.77","4,194.75","4,205.69","4,168.93","115.99M","-0.05%"
"Jul 31, 2019","4,194.75","4,226.32","4,226.99","4,191.35","149.38M","-0.75%"
"Jul 30, 2019","4,226.32","4,248.64","4,269.10","4,224.35","115.40M","-0.53%"
"Jul 29, 2019","4,248.64","4,183.75","4,261.83","4,183.39","104.15M","1.55%"
"Jul 26, 2019","4,183.75","4,154.59","4,185.91","4,153.85","106.56M","0.70%"
"Jul 25, 2019","4,154.59","4,159.24","4,182.30","4,140.51","97.70M","-0.11%"
"Jul 24, 2019","4,159.24","4,183.78","4,185.13","4,148.75","98.38M","-0.59%"
"Jul 23, 2019","4,183.78","4,160.75","4,203.60","4,160.75","92.23M","0.55%"
"Jul 22, 2019","4,160.75","4,156.95","4,177.24","4,147.87","87.61M","0.09%"
"Jul 19, 2019","4,156.95","4,146.76","4,175.22","4,138.86","88.44M","0.25%"
"Jul 18, 2019","4,146.76","4,169.13","4,169.15","4,141.76","75.59M","-0.54%"
"Jul 17, 2019","4,169.13","4,189.95","4,190.47","4,160.47","85.14M","-0.50%"
"Jul 16, 2019","4,189.95","4,166.37","4,196.18","4,163.25","88.05M","0.57%"
"Jul 15, 2019","4,166.37","4,153.31","4,174.60","4,144.85","74.36M","0.31%"
"Jul 12, 2019","4,153.31","4,151.40","4,167.05","4,146.79","80.39M","0.05%"
"Jul 11, 2019","4,151.40","4,160.29","4,176.06","4,147.95","87.77M","-0.21%"
"Jul 10, 2019","4,160.29","4,164.61","4,175.39","4,153.34","85.22M","-0.10%"
"Jul 09, 2019","4,164.61","4,174.43","4,175.11","4,155.56","82.17M","-0.24%"
"Jul 08, 2019","4,174.43","4,178.75","4,188.65","4,170.44","80.59M","-0.10%"
"Jul 05, 2019","4,178.75","4,207.03","4,207.08","4,172.95","77.76M","-0.67%"
"Jul 04, 2019","4,207.03","4,209.46","4,216.29","4,206.07","69.33M","-0.06%"
"Jul 03, 2019","4,209.46","4,181.70","4,214.86","4,181.31","98.49M","0.66%"
"Jul 02, 2019","4,181.70","4,152.18","4,184.38","4,152.18","93.00M","0.71%"
"Jul 01, 2019","4,152.18","4,112.92","4,167.58","4,112.92","94.89M","0.95%"
"Jun 28, 2019","4,112.92","4,097.05","4,117.78","4,096.66","108.24M","0.39%"
"Jun 27, 2019","4,097.05","4,101.73","4,113.88","4,081.72","100.99M","-0.11%"
"Jun 26, 2019","4,101.73","4,105.42","4,111.84","4,096.33","102.01M","-0.09%"
"Jun 25, 2019","4,105.42","4,103.21","4,107.67","4,080.46","90.78M","0.05%"
"Jun 24, 2019","4,103.21","4,099.80","4,113.09","4,096.09","88.82M","0.08%"
"Jun 21, 2019","4,099.80","4,109.69","4,125.06","4,087.74","227.91M","-0.24%"
"Jun 20, 2019","4,109.69","4,095.27","4,127.94","4,095.24","110.38M","0.35%"
"Jun 19, 2019","4,095.27","4,115.89","4,121.71","4,093.25","112.71M","-0.50%"
"Jun 18, 2019","4,115.89","4,070.80","4,129.01","4,062.93","126.55M","1.11%"
"Jun 17, 2019","4,070.80","4,064.11","4,077.35","4,055.46","86.42M","0.16%"
"Jun 14, 2019","4,064.11","4,076.53","4,076.68","4,049.85","91.00M","-0.30%"
"Jun 13, 2019","4,076.53","4,078.73","4,093.22","4,070.27","88.45M","-0.05%"
"Jun 12, 2019","4,078.73","4,095.63","4,095.63","4,058.82","110.38M","-0.41%"
"Jun 11, 2019","4,095.63","4,084.43","4,105.80","4,084.43","98.54M","0.27%"
"Jun 10, 2019","4,084.43","4,061.53","4,086.59","4,061.53","68.22M","0.56%"
"Jun 07, 2019","4,061.53","4,022.35","4,067.28","4,021.69","91.35M","0.97%"
"Jun 06, 2019","4,022.35","4,004.15","4,030.89","4,003.42","90.93M","0.45%"
"Jun 05, 2019","4,004.15","4,000.16","4,026.19","3,994.97","111.75M","0.12%"
"Jun 04, 2019","3,999.22","3,981.07","4,003.23","3,955.92","118.96M","0.46%"
"Jun 03, 2019","3,981.07","3,973.48","3,982.23","3,928.93","103.20M","0.19%"
"May 31, 2019","3,973.48","4,004.52","4,004.52","3,957.52","119.90M","-0.78%"
"May 30, 2019","4,004.52","3,983.64","4,013.48","3,981.36","91.94M","0.52%"
"May 29, 2019","3,983.64","4,031.31","4,031.31","3,969.04","100.41M","-1.18%"
"May 28, 2019","4,031.31","4,032.77","4,053.05","4,025.75","184.70M","-0.04%"
"May 24, 2019","4,032.77","4,007.79","4,046.00","4,007.76","96.49M","0.62%"
"May 23, 2019","4,007.79","4,065.12","4,065.12","3,997.90","124.76M","-1.41%"
"May 22, 2019","4,065.12","4,067.03","4,089.68","4,058.27","124.35M","-0.05%"
"May 21, 2019","4,067.03","4,055.24","4,087.41","4,055.24","126.51M","0.29%"
"May 20, 2019","4,055.24","4,078.31","4,083.33","4,035.17","101.70M","-0.57%"
"May 17, 2019","4,078.31","4,081.66","4,081.73","4,056.98","103.42M","-0.08%"
"May 16, 2019","4,081.66","4,049.91","4,081.66","4,035.95","98.59M","0.78%"
"May 15, 2019","4,049.91","4,024.08","4,056.06","4,015.44","118.14M","0.64%"
"May 14, 2019","4,024.08","3,979.69","4,024.08","3,979.68","107.51M","1.12%"
"May 13, 2019","3,979.69","4,006.23","4,011.68","3,974.01","111.44M","-0.66%"
"May 10, 2019","4,006.23","4,005.41","4,038.90","3,999.78","99.18M","0.02%"
"May 09, 2019","4,005.41","4,043.32","4,043.32","3,997.67","122.90M","-0.94%"
"May 08, 2019","4,043.32","4,036.18","4,047.28","4,017.48","114.45M","0.18%"
"May 07, 2019","4,036.18","4,100.19","4,100.24","4,031.53","124.59M","-1.56%"
"May 03, 2019","4,100.19","4,085.91","4,117.94","4,085.47","79.94M","0.35%"
"May 02, 2019","4,085.91","4,106.01","4,106.89","4,080.15","100.64M","-0.49%"
"May 01, 2019","4,106.01","4,121.72","4,136.11","4,103.09","71.05M","-0.38%"
"Apr 30, 2019","4,121.72","4,135.08","4,139.62","4,110.52","134.93M","-0.32%"
"Apr 29, 2019","4,135.08","4,127.44","4,142.30","4,118.20","73.66M","0.19%"
"Apr 26, 2019","4,127.44","4,130.68","4,136.36","4,112.57","114.72M","-0.08%"
"Apr 25, 2019","4,130.68","4,152.33","4,153.46","4,117.49","97.20M","-0.52%"
"Apr 24, 2019","4,152.33","4,173.32","4,173.66","4,143.05","98.48M","-0.50%"
"Apr 23, 2019","4,173.32","4,141.48","4,175.71","4,141.48","110.48M","0.77%"
"Apr 18, 2019","4,141.48","4,147.55","4,148.15","4,128.94","82.97M","-0.15%"
"Apr 17, 2019","4,147.55","4,149.10","4,152.15","4,137.12","97.85M","-0.04%"
"Apr 16, 2019","4,149.10","4,129.80","4,155.87","4,129.77","93.27M","0.47%"
"Apr 15, 2019","4,129.80","4,126.66","4,133.96","4,120.12","82.91M","0.08%"
"Apr 12, 2019","4,126.66","4,114.71","4,133.91","4,110.77","107.81M","0.29%"
"Apr 11, 2019","4,114.71","4,111.94","4,125.23","4,094.72","98.94M","0.07%"
"Apr 10, 2019","4,111.94","4,111.91","4,119.96","4,106.27","101.02M","0.00%"
"Apr 09, 2019","4,111.91","4,126.98","4,138.85","4,106.00","109.57M","-0.37%"
"Apr 08, 2019","4,126.98","4,125.36","4,131.33","4,111.29","87.16M","0.04%"
"Apr 05, 2019","4,125.36","4,103.41","4,132.55","4,102.21","101.13M","0.53%"
"Apr 04, 2019","4,103.41","4,112.91","4,112.91","4,086.23","104.55M","-0.23%"
"Apr 03, 2019","4,112.91","4,092.35","4,112.91","4,090.81","122.90M","0.50%"
"Apr 02, 2019","4,092.35","4,054.99","4,098.02","4,054.99","103.94M","0.92%"
"Apr 01, 2019","4,054.99","4,033.12","4,071.14","4,033.11","98.53M","0.54%"
"Mar 29, 2019","4,033.12","4,005.17","4,036.99","4,000.78","113.66M","0.70%"
"Mar 28, 2019","4,005.17","3,986.01","4,021.85","3,984.04","84.19M","0.48%"
"Mar 27, 2019","3,986.01","3,987.07","4,001.76","3,969.06","108.24M","-0.03%"
"Mar 26, 2019","3,987.07","3,975.09","4,000.45","3,970.83","92.75M","0.30%"
"Mar 25, 2019","3,975.09","3,995.79","3,995.79","3,961.52","87.71M","-0.52%"
"Mar 22, 2019","3,995.79","4,076.32","4,077.33","3,988.50","98.59M","-1.98%"
"Mar 21, 2019","4,076.32","4,047.82","4,083.29","4,047.69","104.27M","0.70%"
"Mar 20, 2019","4,047.82","4,068.67","4,076.32","4,047.82","115.33M","-0.51%"
"Mar 19, 2019","4,068.67","4,054.94","4,080.81","4,051.94","88.56M","0.34%"
"Mar 18, 2019","4,054.94","4,022.12","4,054.94","4,022.09","94.47M","0.82%"
"Mar 15, 2019","4,022.12","3,995.14","4,027.30","3,995.12","198.28M","0.68%"
"Mar 14, 2019","3,995.14","3,979.45","4,010.80","3,973.84","118.28M","0.39%"
"Mar 13, 2019","3,979.45","3,974.49","3,989.31","3,962.51","112.09M","0.12%"
"Mar 12, 2019","3,974.49","3,963.22","3,983.26","3,942.34","108.14M","0.28%"
"Mar 11, 2019","3,963.22","3,949.44","3,988.39","3,949.37","96.07M","0.35%"
"Mar 08, 2019","3,949.44","3,978.81","3,978.81","3,935.12","91.37M","-0.74%"
"Mar 07, 2019","3,978.81","4,002.64","4,002.73","3,963.11","101.34M","-0.60%"
"Mar 06, 2019","4,002.64","3,999.63","4,011.65","3,992.39","112.11M","0.08%"
"Mar 05, 2019","3,999.63","3,975.74","4,003.47","3,971.74","109.67M","0.60%"
"Mar 04, 2019","3,975.74","3,962.47","3,991.24","3,962.47","89.23M","0.33%"
"Mar 01, 2019","3,962.47","3,940.20","3,972.01","3,940.20","102.55M","0.57%"
"Feb 28, 2019","3,940.20","3,954.37","3,954.41","3,919.97","133.29M","-0.36%"
"Feb 27, 2019","3,954.37","3,978.76","3,978.80","3,941.82","116.49M","-0.61%"
"Feb 26, 2019","3,978.76","3,993.14","3,993.14","3,951.64","116.31M","-0.36%"
"Feb 25, 2019","3,993.14","3,991.51","4,006.33","3,978.29","94.31M","0.04%"
"Feb 22, 2019","3,991.51","3,985.19","4,012.67","3,983.11","90.22M","0.16%"
"Feb 21, 2019","3,985.19","4,012.50","4,012.66","3,972.38","110.88M","-0.68%"
"Feb 20, 2019","4,012.50","3,984.99","4,013.13","3,984.25","118.09M","0.69%"
"Feb 19, 2019","3,984.99","4,005.71","4,005.71","3,976.18","91.71M","-0.52%"
"Feb 18, 2019","4,005.71","4,008.98","4,016.78","3,997.94","67.59M","-0.08%"
"Feb 15, 2019","4,008.98","3,987.52","4,021.87","3,981.08","98.94M","0.54%"
"Feb 14, 2019","3,987.52","3,987.17","4,005.12","3,979.62","79.51M","0.01%"
"Feb 13, 2019","3,987.17","3,955.32","3,993.69","3,955.32","81.81M","0.81%"
"Feb 12, 2019","3,955.32","3,953.68","3,973.83","3,949.37","81.28M","0.04%"
"Feb 11, 2019","3,953.68","3,920.68","3,960.92","3,920.67","78.70M","0.84%"
"Feb 08, 2019","3,920.68","3,936.05","3,946.39","3,918.14","77.34M","-0.39%"
"Feb 07, 2019","3,936.05","3,982.32","3,985.78","3,936.05","93.27M","-1.16%"
"Feb 06, 2019","3,982.32","3,981.69","3,987.89","3,966.93","85.06M","0.02%"
"Feb 05, 2019","3,981.69","3,910.07","3,982.21","3,910.02","94.50M","1.83%"
"Feb 04, 2019","3,910.07","3,902.33","3,915.38","3,894.55","89.79M","0.20%"
"Feb 01, 2019","3,902.33","3,875.06","3,904.40","3,875.05","89.04M","0.70%"
"Jan 31, 2019","3,875.06","3,866.33","3,895.08","3,863.09","121.89M","0.23%"
"Jan 30, 2019","3,866.33","3,812.00","3,878.17","3,811.98","102.95M","1.43%"
"Jan 29, 2019","3,812.00","3,765.93","3,825.58","3,765.71","98.78M","1.22%"
"Jan 28, 2019","3,765.93","3,798.51","3,799.87","3,759.90","88.27M","-0.86%"
"Jan 25, 2019","3,798.51","3,802.49","3,822.77","3,797.32","98.63M","-0.10%"
"Jan 24, 2019","3,802.49","3,812.11","3,819.80","3,793.40","89.20M","-0.25%"
"Jan 23, 2019","3,812.11","3,842.66","3,842.73","3,807.94","95.81M","-0.80%"
"Jan 22, 2019","3,842.66","3,877.61","3,877.61","3,831.46","86.07M","-0.90%"
"Jan 21, 2019","3,877.61","3,876.61","3,886.30","3,868.81","68.68M","0.03%"
"Jan 18, 2019","3,876.61","3,806.86","3,884.25","3,806.86","112.29M","1.83%"
"Jan 17, 2019","3,806.86","3,818.06","3,818.06","3,786.06","83.18M","-0.29%"
"Jan 16, 2019","3,818.06","3,831.18","3,840.35","3,809.48","106.91M","-0.34%"
"Jan 15, 2019","3,831.18","3,812.16","3,839.41","3,809.02","98.30M","0.50%"
