"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 23, 2019","119.98","119.45","120.06","119.02","-","0.44%"
"Dec 20, 2019","119.45","119.12","119.65","119.00","-","0.28%"
"Dec 19, 2019","119.12","118.57","119.13","118.38","-","0.46%"
"Dec 18, 2019","118.57","118.23","118.82","118.21","-","0.29%"
"Dec 17, 2019","118.23","118.09","118.42","117.70","-","0.12%"
"Dec 16, 2019","118.09","115.42","118.64","115.42","-","2.31%"
"Dec 13, 2019","115.42","114.61","116.63","113.78","-","0.71%"
"Dec 12, 2019","114.61","113.71","115.18","113.71","-","0.79%"
"Dec 11, 2019","113.71","113.59","114.24","113.40","-","0.11%"
"Dec 10, 2019","113.59","113.83","113.83","112.30","-","-0.21%"
"Dec 09, 2019","113.83","113.94","114.20","113.63","-","-0.10%"
"Dec 06, 2019","113.94","112.31","113.97","112.31","-","1.45%"
"Dec 05, 2019","112.31","113.19","113.27","112.22","-","-0.78%"
"Dec 04, 2019","113.19","112.80","113.19","112.43","-","0.35%"
"Dec 03, 2019","112.80","114.83","114.83","112.52","-","-1.77%"
"Dec 02, 2019","114.83","115.77","116.66","114.69","-","-0.81%"
"Nov 29, 2019","115.77","116.83","116.90","115.77","-","-0.91%"
"Nov 28, 2019","116.83","117.09","117.09","116.36","-","-0.22%"
"Nov 27, 2019","117.09","116.69","117.43","116.69","-","0.34%"
"Nov 26, 2019","116.69","116.65","116.89","116.41","-","0.04%"
"Nov 25, 2019","116.64","115.58","116.77","115.58","-","0.92%"
"Nov 22, 2019","115.58","114.15","115.84","114.15","-","1.25%"
"Nov 21, 2019","114.15","114.50","114.50","113.59","-","-0.31%"
"Nov 20, 2019","114.50","115.47","115.47","113.87","-","-0.84%"
"Nov 19, 2019","115.47","115.20","116.75","114.82","-","0.23%"
"Nov 18, 2019","115.20","115.15","115.61","115.00","-","0.04%"
"Nov 15, 2019","115.15","115.14","115.72","114.28","-","0.01%"
"Nov 14, 2019","115.14","116.05","116.15","115.14","-","-0.78%"
"Nov 13, 2019","116.05","116.23","116.23","115.32","-","-0.15%"
"Nov 12, 2019","116.23","115.63","116.64","115.63","-","0.52%"
"Nov 11, 2019","115.63","116.18","116.18","114.53","-","-0.47%"
"Nov 08, 2019","116.18","116.90","116.90","116.09","-","-0.62%"
"Nov 07, 2019","116.90","116.79","117.35","116.77","-","0.09%"
"Nov 06, 2019","116.79","116.61","116.82","116.24","-","0.15%"
"Nov 05, 2019","116.61","116.36","116.90","116.36","-","0.21%"
"Nov 04, 2019","116.36","115.30","116.71","115.30","-","0.92%"
"Nov 01, 2019","115.30","114.46","115.38","112.40","-","0.73%"
"Oct 31, 2019","114.46","115.77","115.89","114.42","-","-1.13%"
"Oct 30, 2019","115.77","115.15","115.81","114.92","-","0.54%"
"Oct 29, 2019","115.15","115.60","115.60","114.51","-","-0.39%"
"Oct 28, 2019","115.60","115.59","115.86","114.91","-","0.01%"
"Oct 25, 2019","115.59","115.54","115.71","114.90","-","-0.03%"
"Oct 24, 2019","115.63","114.55","115.75","114.55","-","0.94%"
"Oct 23, 2019","114.55","113.68","114.58","113.50","-","0.77%"
"Oct 22, 2019","113.68","112.90","113.98","112.55","-","0.69%"
"Oct 21, 2019","112.90","112.82","113.15","112.12","-","0.14%"
"Oct 18, 2019","112.74","113.26","113.46","112.62","-","-0.46%"
"Oct 17, 2019","113.26","113.06","114.20","113.06","-","0.18%"
"Oct 16, 2019","113.06","113.67","113.97","112.79","-","-0.54%"
"Oct 15, 2019","113.67","114.07","114.31","113.34","-","-0.35%"
"Oct 14, 2019","114.07","114.56","114.56","113.81","-","-0.43%"
"Oct 11, 2019","114.56","114.08","114.65","113.16","-","0.42%"
"Oct 10, 2019","114.08","113.82","114.51","113.26","-","0.23%"
"Oct 09, 2019","113.82","113.29","114.25","113.29","-","0.47%"
"Oct 08, 2019","113.29","114.09","114.47","113.29","-","-0.70%"
"Oct 07, 2019","114.09","113.39","114.26","113.07","-","0.62%"
"Oct 04, 2019","113.39","112.19","113.43","112.19","-","1.07%"
"Oct 03, 2019","112.19","112.76","112.84","111.04","-","-0.51%"
"Oct 02, 2019","112.76","116.47","116.47","112.73","-","-3.19%"
"Oct 01, 2019","116.47","117.35","117.70","116.38","-","-0.75%"
"Sep 30, 2019","117.35","117.66","117.88","117.26","-","-0.26%"
"Sep 27, 2019","117.66","116.58","117.97","116.58","-","0.93%"
"Sep 26, 2019","116.58","115.64","117.15","115.38","-","0.81%"
"Sep 25, 2019","115.64","115.61","115.64","114.41","-","0.03%"
"Sep 24, 2019","115.61","116.15","116.55","115.45","-","-0.46%"
"Sep 23, 2019","116.15","116.41","116.72","115.55","-","-0.22%"
"Sep 20, 2019","116.41","116.62","116.91","115.93","-","-0.18%"
"Sep 19, 2019","116.62","115.83","116.81","115.49","-","0.70%"
"Sep 18, 2019","115.81","115.88","116.31","115.62","-","-0.06%"
"Sep 17, 2019","115.88","115.88","116.36","115.44","-","0.00%"
"Sep 16, 2019","115.88","116.71","116.71","115.88","-","-0.71%"
"Sep 13, 2019","116.71","116.55","116.91","115.98","-","0.14%"
"Sep 12, 2019","116.55","116.32","116.89","115.87","-","0.20%"
"Sep 11, 2019","116.32","115.23","116.51","115.23","-","0.95%"
"Sep 10, 2019","115.23","114.83","115.27","114.14","-","0.35%"
"Sep 09, 2019","114.83","115.69","116.28","114.35","-","-0.74%"
"Sep 06, 2019","115.69","115.47","115.69","115.02","-","0.19%"
"Sep 05, 2019","115.47","116.40","116.56","115.19","-","-0.80%"
"Sep 04, 2019","116.40","115.70","116.71","115.70","-","0.61%"
"Sep 03, 2019","115.70","115.79","116.11","115.30","-","-0.08%"
"Sep 02, 2019","115.79","114.52","116.36","114.52","-","1.11%"
"Aug 30, 2019","114.52","114.12","115.04","114.12","-","0.35%"
"Aug 29, 2019","114.12","113.01","114.37","112.90","-","0.98%"
"Aug 28, 2019","113.01","112.46","113.24","111.85","-","0.48%"
"Aug 27, 2019","112.47","112.60","112.77","111.75","-","-0.12%"
"Aug 26, 2019","112.60","112.60","112.60","112.60","-","0.00%"
"Aug 23, 2019","112.60","113.11","114.01","112.60","-","-0.45%"
"Aug 22, 2019","113.11","114.37","114.37","112.76","-","-1.10%"
"Aug 21, 2019","114.37","113.26","114.63","113.26","-","0.98%"
"Aug 20, 2019","113.26","114.31","114.98","113.21","-","-0.92%"
"Aug 19, 2019","114.31","113.25","114.70","113.25","-","0.94%"
"Aug 16, 2019","113.25","112.48","113.41","112.48","-","0.68%"
"Aug 15, 2019","112.48","113.59","113.63","111.69","-","-0.98%"
"Aug 14, 2019","113.59","115.12","115.42","113.01","-","-1.33%"
"Aug 13, 2019","115.12","114.69","115.60","113.85","-","0.37%"
"Aug 12, 2019","114.69","115.07","115.82","114.39","-","-0.33%"
"Aug 09, 2019","115.07","115.55","115.77","114.88","-","-0.42%"
"Aug 08, 2019","115.55","114.36","115.55","114.10","-","1.04%"
"Aug 07, 2019","114.36","113.92","114.96","113.65","-","0.39%"
"Aug 06, 2019","113.92","114.75","115.03","113.85","-","-0.72%"
"Aug 05, 2019","114.75","117.62","117.62","114.41","-","-2.44%"
"Aug 02, 2019","117.62","120.45","120.45","117.51","-","-2.35%"
"Aug 01, 2019","120.45","120.08","120.82","119.48","-","0.31%"
"Jul 31, 2019","120.08","120.99","120.99","119.88","-","-0.75%"
"Jul 30, 2019","120.99","121.58","122.27","120.95","-","-0.49%"
"Jul 29, 2019","121.58","119.33","121.98","119.33","-","1.89%"
"Jul 26, 2019","119.33","118.25","119.40","118.25","-","0.86%"
"Jul 25, 2019","118.31","118.48","119.14","117.92","-","-0.14%"
"Jul 24, 2019","118.48","119.58","119.58","118.14","-","-0.92%"
"Jul 23, 2019","119.58","118.88","120.27","118.88","-","0.59%"
"Jul 22, 2019","118.88","118.83","119.48","118.60","-","0.04%"
"Jul 19, 2019","118.83","118.65","119.47","118.33","-","0.15%"
"Jul 18, 2019","118.65","119.27","119.27","118.48","-","-0.52%"
"Jul 17, 2019","119.27","119.87","119.87","119.02","-","-0.50%"
"Jul 16, 2019","119.87","119.12","120.07","119.08","-","0.63%"
"Jul 15, 2019","119.12","118.78","119.39","118.43","-","0.29%"
"Jul 12, 2019","118.78","118.89","119.30","118.60","-","-0.09%"
"Jul 11, 2019","118.89","119.22","119.65","118.78","-","-0.28%"
"Jul 10, 2019","119.22","119.35","119.71","119.01","-","-0.11%"
"Jul 09, 2019","119.35","119.55","119.60","119.06","-","-0.16%"
"Jul 08, 2019","119.54","119.48","119.83","119.32","-","0.05%"
"Jul 05, 2019","119.48","120.31","120.31","119.30","-","-0.69%"
"Jul 04, 2019","120.31","120.48","120.61","120.29","-","-0.14%"
"Jul 03, 2019","120.48","119.76","120.73","119.76","-","0.60%"
"Jul 02, 2019","119.76","118.56","119.84","118.56","-","1.01%"
"Jul 01, 2019","118.56","117.48","119.08","117.48","-","0.92%"
"Jun 28, 2019","117.48","117.16","117.64","117.09","-","0.27%"
"Jun 27, 2019","117.16","117.34","117.69","116.75","-","-0.15%"
"Jun 26, 2019","117.34","117.50","117.68","117.22","-","-0.14%"
"Jun 25, 2019","117.50","117.50","117.64","116.80","-","0.00%"
"Jun 24, 2019","117.50","117.36","117.79","117.17","-","0.17%"
"Jun 21, 2019","117.30","117.68","118.09","116.89","-","-0.32%"
"Jun 20, 2019","117.68","117.41","118.26","117.41","-","0.23%"
"Jun 19, 2019","117.41","118.04","118.22","117.34","-","-0.53%"
"Jun 18, 2019","118.04","116.66","118.48","116.56","-","1.18%"
"Jun 17, 2019","116.66","116.49","116.88","116.15","-","0.15%"
"Jun 14, 2019","116.49","116.83","116.83","115.72","-","-0.29%"
"Jun 13, 2019","116.83","116.79","117.23","116.54","-","0.03%"
"Jun 12, 2019","116.80","117.23","117.23","116.16","-","-0.37%"
"Jun 11, 2019","117.23","116.91","117.59","116.91","-","0.27%"
"Jun 10, 2019","116.91","116.24","116.97","116.24","-","0.58%"
"Jun 07, 2019","116.24","115.13","116.48","115.13","-","0.96%"
"Jun 06, 2019","115.13","114.38","115.38","114.38","-","0.66%"
"Jun 05, 2019","114.38","114.35","114.93","114.09","-","0.03%"
"Jun 04, 2019","114.35","113.84","114.50","113.21","-","0.45%"
"Jun 03, 2019","113.84","113.35","113.88","112.16","-","0.43%"
"May 31, 2019","113.35","114.37","114.37","112.91","-","-0.86%"
"May 30, 2019","114.33","113.82","114.59","113.82","-","0.45%"
"May 29, 2019","113.82","115.07","115.07","113.23","-","-1.08%"
"May 28, 2019","115.06","115.26","115.77","114.98","-","-0.17%"
"May 27, 2019","115.26","115.26","115.26","115.26","-","0.00%"
"May 24, 2019","115.26","114.54","115.66","114.54","-","0.63%"
"May 23, 2019","114.54","116.01","116.01","114.26","-","-1.27%"
"May 22, 2019","116.01","115.80","116.53","115.61","-","0.18%"
"May 21, 2019","115.80","115.62","116.52","115.58","-","0.16%"
"May 20, 2019","115.62","116.05","116.22","114.90","-","-0.38%"
"May 17, 2019","116.06","116.13","116.15","115.40","-","-0.06%"
"May 16, 2019","116.13","115.17","116.13","114.75","-","0.83%"
"May 15, 2019","115.17","114.29","115.19","114.01","-","0.77%"
"May 14, 2019","114.29","113.17","114.29","113.17","-","0.99%"
"May 13, 2019","113.17","113.74","113.98","112.94","-","-0.50%"
"May 10, 2019","113.74","113.86","114.81","113.59","-","-0.11%"
"May 09, 2019","113.86","114.91","114.91","113.66","-","-0.91%"
"May 08, 2019","114.91","114.75","114.98","114.18","-","0.13%"
"May 07, 2019","114.76","116.58","116.58","114.63","-","-1.56%"
"May 06, 2019","116.58","116.58","116.58","116.58","-","0.00%"
"May 03, 2019","116.58","116.06","117.18","116.06","-","0.45%"
"May 02, 2019","116.06","116.72","116.73","115.90","-","-0.57%"
"May 01, 2019","116.72","117.30","117.79","116.64","-","-0.49%"
"Apr 30, 2019","117.30","117.61","117.74","116.88","-","-0.26%"
"Apr 29, 2019","117.60","117.36","117.84","117.07","-","0.20%"
"Apr 26, 2019","117.36","117.41","117.45","116.82","-","-0.04%"
"Apr 25, 2019","117.41","118.04","118.04","116.91","-","-0.53%"
"Apr 24, 2019","118.03","118.89","118.89","117.79","-","-0.72%"
"Apr 23, 2019","118.89","117.91","118.97","117.91","-","0.83%"
"Apr 22, 2019","117.91","117.91","117.91","117.91","-","0.00%"
"Apr 19, 2019","117.91","117.91","117.91","117.91","-","0.00%"
"Apr 18, 2019","117.91","118.09","118.19","117.62","-","-0.15%"
"Apr 17, 2019","118.09","118.09","118.22","117.60","-","0.00%"
"Apr 16, 2019","118.09","117.59","118.37","117.59","-","0.43%"
"Apr 15, 2019","117.59","117.65","117.78","117.32","-","-0.05%"
"Apr 12, 2019","117.65","117.35","117.91","117.31","-","0.26%"
"Apr 11, 2019","117.35","117.53","117.80","116.92","-","-0.15%"
"Apr 10, 2019","117.53","117.78","117.89","117.40","-","-0.21%"
"Apr 09, 2019","117.78","118.06","118.49","117.54","-","-0.24%"
"Apr 08, 2019","118.06","118.05","118.16","117.55","-","0.08%"
"Apr 05, 2019","117.97","117.35","118.20","117.27","-","0.56%"
"Apr 04, 2019","117.31","117.59","117.59","116.72","-","-0.24%"
"Apr 03, 2019","117.59","117.30","117.59","117.05","-","0.25%"
"Apr 02, 2019","117.30","116.16","117.51","116.16","-","0.98%"
"Apr 01, 2019","116.16","115.52","116.74","115.52","-","0.55%"
"Mar 29, 2019","115.52","114.84","115.68","114.84","-","0.59%"
"Mar 28, 2019","114.84","114.21","115.35","114.21","-","0.55%"
"Mar 27, 2019","114.21","114.24","114.66","113.62","-","-0.02%"
"Mar 26, 2019","114.23","114.03","114.60","113.83","-","0.18%"
"Mar 25, 2019","114.03","114.50","114.50","113.55","-","-0.41%"
"Mar 22, 2019","114.50","116.88","116.88","114.27","-","-2.04%"
"Mar 21, 2019","116.88","115.83","117.12","115.83","-","0.91%"
"Mar 20, 2019","115.83","116.27","116.54","115.81","-","-0.38%"
"Mar 19, 2019","116.27","115.94","116.71","115.92","-","0.28%"
"Mar 18, 2019","115.94","114.77","115.94","114.77","-","1.02%"
"Mar 15, 2019","114.77","114.14","115.03","114.14","-","0.55%"
"Mar 14, 2019","114.14","113.74","114.55","113.52","-","0.35%"
"Mar 13, 2019","113.74","113.60","114.11","113.26","-","0.12%"
"Mar 12, 2019","113.60","113.32","113.82","112.50","-","0.25%"
"Mar 11, 2019","113.32","112.93","114.17","112.93","-","0.35%"
"Mar 08, 2019","112.93","113.68","113.68","112.53","-","-0.66%"
"Mar 07, 2019","113.68","114.23","114.23","112.94","-","-0.48%"
"Mar 06, 2019","114.23","114.03","114.50","113.29","-","0.18%"
"Mar 05, 2019","114.03","113.23","114.16","113.13","-","0.71%"
"Mar 04, 2019","113.23","112.77","113.70","112.77","-","0.41%"
"Mar 01, 2019","112.77","112.37","113.26","112.37","-","0.36%"
"Feb 28, 2019","112.37","112.98","112.98","111.90","-","-0.54%"
"Feb 27, 2019","112.98","113.57","113.57","112.55","-","-0.52%"
"Feb 26, 2019","113.57","114.26","114.26","112.57","-","-0.60%"
"Feb 25, 2019","114.26","114.23","114.76","113.93","-","0.03%"
"Feb 22, 2019","114.23","114.03","114.87","113.94","-","0.18%"
"Feb 21, 2019","114.03","115.07","115.07","113.63","-","-0.90%"
"Feb 20, 2019","115.07","114.22","115.18","114.22","-","0.74%"
"Feb 19, 2019","114.22","115.04","115.04","113.94","-","-0.70%"
"Feb 18, 2019","115.02","115.35","115.38","114.89","-","-0.29%"
"Feb 15, 2019","115.35","114.58","115.70","114.44","-","0.67%"
"Feb 14, 2019","114.58","114.38","115.13","114.33","-","0.17%"
"Feb 13, 2019","114.38","113.47","114.64","113.47","-","0.80%"
"Feb 12, 2019","113.47","113.32","113.99","113.23","-","0.13%"
"Feb 11, 2019","113.32","112.48","113.65","112.48","-","0.75%"
"Feb 08, 2019","112.48","112.80","113.18","112.38","-","-0.28%"
"Feb 07, 2019","112.80","113.85","114.19","112.80","-","-0.92%"
"Feb 06, 2019","113.85","113.94","114.03","113.45","-","-0.08%"
"Feb 05, 2019","113.94","111.55","113.99","111.55","-","2.14%"
"Feb 04, 2019","111.55","111.46","111.79","111.08","-","0.08%"
"Feb 01, 2019","111.46","110.70","111.51","110.66","-","0.69%"
"Jan 31, 2019","110.70","110.29","110.94","110.29","-","0.37%"
"Jan 30, 2019","110.29","108.51","110.68","108.51","-","1.64%"
"Jan 29, 2019","108.51","107.07","108.92","107.07","-","1.34%"
"Jan 28, 2019","107.07","108.07","108.09","106.84","-","-0.93%"
"Jan 25, 2019","108.07","108.16","108.80","108.02","-","-0.08%"
"Jan 24, 2019","108.16","108.70","108.75","107.91","-","-0.50%"
"Jan 23, 2019","108.70","109.60","109.60","108.57","-","-0.82%"
"Jan 22, 2019","109.60","110.70","110.70","109.22","-","-0.99%"
"Jan 21, 2019","110.70","110.64","110.95","110.39","-","0.05%"
"Jan 18, 2019","110.64","108.51","110.88","108.51","-","1.96%"
"Jan 17, 2019","108.51","108.94","108.94","107.89","-","-0.39%"
"Jan 16, 2019","108.94","109.54","109.77","108.72","-","-0.55%"
"Jan 15, 2019","109.54","108.80","109.77","108.76","-","0.62%"
"Jan 14, 2019","108.87","109.90","109.90","108.67","-","-0.94%"
"Jan 11, 2019","109.90","110.23","111.21","109.61","-","-0.30%"
"Jan 10, 2019","110.23","109.70","110.30","108.84","-","0.48%"
"Jan 09, 2019","109.70","109.15","110.25","109.15","-","0.50%"
"Jan 08, 2019","109.15","108.49","109.73","108.46","-","0.61%"
"Jan 07, 2019","108.49","109.07","109.54","107.96","-","-0.53%"
"Jan 04, 2019","109.07","106.73","109.21","106.73","-","2.19%"
"Jan 03, 2019","106.73","107.34","107.62","106.56","-","-0.57%"
"Jan 02, 2019","107.34","107.36","107.60","105.35","-","-0.02%"
"Jan 01, 2019","107.36","107.36","107.36","107.36","-","0.00%"
"Dec 31, 2018","107.36","107.55","107.76","107.20","-","-0.18%"
"Dec 28, 2018","107.55","105.19","107.67","105.19","-","2.24%"
"Dec 27, 2018","105.19","106.89","107.34","104.44","-","-1.59%"
"Dec 26, 2018","106.89","106.89","106.89","106.89","-","0.00%"
"Dec 25, 2018","106.89","106.89","106.89","106.89","-","0.00%"
"Dec 24, 2018","106.89","107.45","107.45","106.28","-","-0.52%"
"Dec 21, 2018","107.45","107.30","107.65","106.32","-","0.14%"
"Dec 20, 2018","107.30","108.12","108.12","106.32","-","-0.76%"
"Dec 19, 2018","108.12","106.99","108.41","106.99","-","1.06%"
"Dec 18, 2018","106.99","108.26","108.26","106.99","-","-1.17%"
"Dec 17, 2018","108.26","109.25","109.32","108.11","-","-0.91%"
"Dec 14, 2018","109.25","109.79","109.79","108.35","-","-0.49%"
"Dec 13, 2018","109.79","109.74","110.24","109.36","-","0.05%"
"Dec 12, 2018","109.74","108.58","110.11","108.58","-","1.07%"
"Dec 11, 2018","108.58","107.18","109.37","107.18","-","1.31%"
"Dec 10, 2018","107.18","107.95","108.68","107.18","-","-0.71%"
"Dec 07, 2018","107.95","106.81","109.37","106.81","-","1.07%"
"Dec 06, 2018","106.81","110.17","110.17","106.29","-","-3.05%"
"Dec 05, 2018","110.17","112.11","112.11","110.17","-","-1.57%"
"Dec 04, 2018","111.93","112.52","112.92","111.51","-","-0.49%"
"Dec 03, 2018","112.48","111.25","113.85","111.25","-","1.11%"
"Nov 30, 2018","111.24","111.95","111.99","111.03","-","-0.64%"
"Nov 29, 2018","111.96","111.36","112.57","111.36","-","0.54%"
"Nov 28, 2018","111.36","111.64","112.25","111.11","-","-0.17%"
"Nov 27, 2018","111.55","111.84","112.04","111.11","-","-0.26%"
"Nov 26, 2018","111.84","110.59","112.02","110.59","-","1.13%"
"Nov 23, 2018","110.59","110.66","111.07","110.00","-","-0.06%"
"Nov 22, 2018","110.66","112.21","112.21","110.49","-","-1.38%"
"Nov 21, 2018","112.21","110.67","112.34","110.67","-","1.31%"
"Nov 20, 2018","110.76","111.47","111.64","110.14","-","-0.64%"
"Nov 19, 2018","111.47","111.58","112.47","111.43","-","-0.10%"
"Nov 16, 2018","111.58","112.11","112.84","110.89","-","-0.47%"
"Nov 15, 2018","112.11","111.76","112.71","111.19","-","0.31%"
"Nov 14, 2018","111.76","112.17","112.98","110.97","-","-0.37%"
"Nov 13, 2018","112.17","112.09","112.97","111.66","-","0.07%"
"Nov 12, 2018","112.09","112.75","114.06","112.09","-","-0.59%"
"Nov 09, 2018","112.75","113.29","113.29","112.15","-","-0.48%"
"Nov 08, 2018","113.29","112.95","113.83","112.91","-","0.30%"
"Nov 07, 2018","112.95","111.67","113.24","111.67","-","1.15%"
"Nov 06, 2018","111.67","112.74","112.96","111.46","-","-0.95%"
"Nov 05, 2018","112.74","112.40","113.30","112.20","-","0.30%"
"Nov 02, 2018","112.40","112.86","114.08","112.40","-","-0.41%"
"Nov 01, 2018","112.86","112.97","113.65","112.41","-","-0.16%"
"Oct 31, 2018","113.04","111.63","113.60","111.63","-","1.26%"
"Oct 30, 2018","111.63","111.56","112.07","110.88","-","0.06%"
"Oct 29, 2018","111.56","110.20","112.55","110.20","-","1.23%"
"Oct 26, 2018","110.20","111.31","111.31","108.80","-","-1.00%"
"Oct 25, 2018","111.31","110.72","111.31","109.48","-","0.54%"
"Oct 24, 2018","110.71","110.52","112.06","110.52","-","0.17%"
"Oct 23, 2018","110.52","111.73","111.73","110.13","-","-1.08%"
"Oct 22, 2018","111.73","111.82","112.87","111.73","-","-0.08%"
"Oct 19, 2018","111.82","111.23","112.13","111.13","-","0.54%"
"Oct 18, 2018","111.22","111.70","111.98","111.22","-","-0.43%"
"Oct 17, 2018","111.70","111.79","112.21","111.18","-","-0.08%"
"Oct 16, 2018","111.79","111.42","111.84","110.95","-","0.33%"
"Oct 15, 2018","111.42","110.75","111.55","110.21","-","0.60%"
"Oct 12, 2018","110.75","111.06","112.06","110.56","-","-0.28%"
"Oct 11, 2018","111.06","113.21","113.21","110.59","-","-1.90%"
"Oct 10, 2018","113.21","114.61","114.72","113.21","-","-1.22%"
"Oct 09, 2018","114.61","114.56","114.76","113.76","-","0.04%"
"Oct 08, 2018","114.56","115.97","116.02","114.56","-","-1.22%"
"Oct 05, 2018","115.97","117.55","117.55","115.97","-","-1.34%"
"Oct 04, 2018","117.55","118.96","118.96","117.42","-","-1.19%"
"Oct 03, 2018","118.96","118.33","119.18","118.33","-","0.49%"
"Oct 02, 2018","118.38","118.67","118.67","117.89","-","-0.24%"
"Oct 01, 2018","118.67","118.94","119.14","118.21","-","-0.23%"
"Sep 28, 2018","118.94","119.54","119.67","118.47","-","-0.50%"
"Sep 27, 2018","119.54","118.90","119.65","118.58","-","0.53%"
"Sep 26, 2018","118.91","118.78","119.03","118.48","-","0.11%"
"Sep 25, 2018","118.78","118.06","118.85","117.90","-","0.61%"
"Sep 24, 2018","118.06","118.82","118.82","117.45","-","-0.54%"
"Sep 21, 2018","118.70","116.48","118.70","116.48","-","1.91%"
"Sep 20, 2018","116.48","115.86","116.49","115.79","-","0.54%"
"Sep 19, 2018","115.86","115.18","116.05","114.92","-","0.59%"
"Sep 18, 2018","115.18","115.27","115.52","114.95","-","-0.08%"
"Sep 17, 2018","115.27","115.29","115.52","114.71","-","-0.02%"
"Sep 14, 2018","115.29","114.91","115.61","114.91","-","0.33%"
"Sep 13, 2018","114.91","115.32","115.48","114.80","-","-0.36%"
"Sep 12, 2018","115.32","114.66","115.49","114.20","-","0.58%"
"Sep 11, 2018","114.66","114.86","114.86","113.91","-","-0.17%"
"Sep 10, 2018","114.86","114.75","115.29","114.50","-","0.10%"
"Sep 07, 2018","114.75","115.37","115.52","113.98","-","-0.54%"
"Sep 06, 2018","115.37","116.37","116.57","115.27","-","-0.86%"
"Sep 05, 2018","116.37","117.58","117.58","116.03","-","-1.03%"
"Sep 04, 2018","117.58","118.31","118.79","117.20","-","-0.62%"
"Sep 03, 2018","118.31","117.17","118.48","117.17","-","0.97%"
"Aug 31, 2018","117.17","118.58","118.58","117.12","-","-1.20%"
"Aug 30, 2018","118.59","119.46","119.46","118.39","-","-0.73%"
"Aug 29, 2018","119.46","120.35","120.60","119.17","-","-0.74%"
"Aug 28, 2018","120.35","119.75","120.68","119.75","-","0.50%"
"Aug 27, 2018","119.75","119.75","119.75","119.75","-","0.00%"
"Aug 24, 2018","119.75","119.50","119.88","119.45","-","0.21%"
"Aug 23, 2018","119.50","119.79","120.14","119.45","-","-0.24%"
"Aug 22, 2018","119.79","119.69","120.32","119.17","-","0.08%"
"Aug 21, 2018","119.69","120.19","120.32","119.56","-","-0.42%"
"Aug 20, 2018","120.19","119.71","120.58","119.71","-","0.41%"
"Aug 17, 2018","119.70","119.67","120.04","119.03","-","0.03%"
"Aug 16, 2018","119.67","118.78","119.80","118.78","-","0.75%"
"Aug 15, 2018","118.78","120.57","120.81","118.48","-","-1.48%"
"Aug 14, 2018","120.57","121.01","121.36","120.39","-","-0.36%"
"Aug 13, 2018","121.01","121.40","121.40","120.58","-","-0.32%"
"Aug 10, 2018","121.40","122.58","122.58","121.29","-","-0.96%"
"Aug 09, 2018","122.58","123.19","123.19","122.16","-","-0.50%"
"Aug 08, 2018","123.19","122.26","123.38","122.07","-","0.76%"
"Aug 07, 2018","122.26","121.31","122.82","121.31","-","0.78%"
"Aug 06, 2018","121.31","121.23","121.61","120.90","-","0.02%"
"Aug 03, 2018","121.28","120.09","121.37","120.09","-","1.10%"
"Aug 02, 2018","119.96","121.12","121.12","119.49","-","-0.96%"
"Aug 01, 2018","121.12","122.61","122.61","120.82","-","-1.22%"
"Jul 31, 2018","122.61","121.81","123.11","121.81","-","0.67%"
"Jul 30, 2018","121.79","121.75","121.98","121.10","-","0.03%"
"Jul 27, 2018","121.75","121.07","121.97","121.07","-","0.56%"
"Jul 26, 2018","121.07","120.66","121.21","120.55","-","0.34%"
"Jul 25, 2018","120.66","121.59","121.59","120.46","-","-0.75%"
"Jul 24, 2018","121.57","120.62","122.06","118.40","-","0.78%"
"Jul 23, 2018","120.63","120.91","120.98","120.03","-","-0.23%"
"Jul 20, 2018","120.91","120.97","121.33","120.14","-","-0.05%"
"Jul 19, 2018","120.97","120.85","121.27","120.54","-","0.10%"
"Jul 18, 2018","120.85","119.97","121.02","119.97","-","0.73%"
"Jul 17, 2018","119.97","119.67","120.19","119.26","-","0.25%"
"Jul 16, 2018","119.67","120.64","120.72","119.11","-","-0.80%"
"Jul 13, 2018","120.64","120.58","121.49","120.58","-","0.05%"
"Jul 12, 2018","120.58","119.56","120.75","119.56","-","0.85%"
"Jul 11, 2018","119.56","121.15","121.15","119.37","-","-1.31%"
"Jul 10, 2018","121.15","121.34","121.60","121.04","-","-0.13%"
"Jul 09, 2018","121.31","120.25","121.42","120.25","-","0.88%"
"Jul 06, 2018","120.25","119.98","120.39","119.48","-","0.23%"
"Jul 05, 2018","119.98","119.47","120.27","119.47","-","0.43%"
"Jul 04, 2018","119.47","119.74","119.74","119.18","-","-0.23%"
"Jul 03, 2018","119.74","118.99","120.30","118.88","-","0.63%"
"Jul 02, 2018","118.99","120.40","120.40","118.84","-","-1.16%"
"Jun 29, 2018","120.39","120.07","121.56","120.07","-","0.28%"
"Jun 28, 2018","120.05","120.06","120.28","119.43","-","-0.01%"
"Jun 27, 2018","120.06","118.75","120.25","118.33","-","1.12%"
"Jun 26, 2018","118.73","117.78","119.15","117.78","-","0.34%"
"Jun 25, 2018","118.33","121.17","121.17","118.33","-","-2.34%"
"Jun 22, 2018","121.17","119.18","121.25","119.18","-","1.64%"
"Jun 21, 2018","119.21","120.30","121.06","119.12","-","-0.90%"
"Jun 20, 2018","120.29","119.82","121.56","119.82","-","0.39%"
"Jun 19, 2018","119.82","120.16","120.16","118.88","-","-0.29%"
