file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio
FTSE100.metric-Vol.csv,7.102780152526694e+17,0.0,0.0,0.0,2486.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.042546443135478014;,0.0,2486.0,2486.0,1.0
FTSE100.metric-Close.csv,9853198.531406,0.0,0.0,0.0,2486.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.042546443135478014;,0.0,2486.0,2486.0,1.0
FTSE100.metric-Open.csv,10622792.590077,0.0,0.0,0.0,2486.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.042546443135478014;,0.0,2486.0,2486.0,1.0
FTSE100.metric-High.csv,11045856.448155,0.0,0.0,0.0,2486.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.042546443135478014;,0.0,2486.0,2486.0,1.0
FTSE100.metric-Low.csv,11125700.03547,0.0,0.0,0.0,2486.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.042546443135478014;,0.0,2486.0,2486.0,1.0
UK100.metric-Vol.csv,0.0,0.0,0.0,0.0,2485.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.04249773345421577;,0.0,2486.0,2486.0,1.0
UK100.metric-Close.csv,316859.992221,0.0,0.0,0.0,2485.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.04249773345421577;,0.0,2486.0,2486.0,1.0
UK100.metric-Open.csv,277452.500376,0.0,0.0,0.0,2485.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.04249773345421577;,0.0,2486.0,2486.0,1.0
UK100.metric-High.csv,281552.144601,0.0,0.0,0.0,2485.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.04249773345421577;,0.0,2486.0,2486.0,1.0
UK100.metric-Low.csv,268313.615293,0.0,0.0,0.0,2485.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=10;LSTMDL1units=30;LSTML2units=15;LSTMDL3units=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=15;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.11249999999999999;sequance_length=30;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.04249773345421577;,0.0,2486.0,2486.0,1.0
